round,client_id,epoch,phase,loss,accuracy,precision,recall,f1,model,num_clients,run_id,alpha
1,1,1,train,0.8605166430884029,0.7034749034749035,0.8660976606511592,0.8528957528957529,0.8565194343943203,BART-large,5,20250825_142946,0.1
1,3,1,train,0.8184301424679337,0.7404651162790697,0.8595455659867653,0.8570542635658914,0.8502226048716438,BART-large,5,20250825_142946,0.1
1,0,1,train,0.9495985468688516,0.6842259291776412,0.8217008405758716,0.8141644717588528,0.8006858411502372,BART-large,5,20250825_142946,0.1
1,4,1,train,0.610270520297254,0.8218063466232709,0.9172390623563348,0.9210740439381612,0.9154269178089368,BART-large,5,20250825_142946,0.1
1,2,1,train,1.0266271266937772,0.6914409534127844,0.7927746980773949,0.8034669555796317,0.7927835538099886,BART-large,5,20250825_142946,0.1
1,-1,1,validation,0.2269121333521936,0.4514588859416445,0.5711384078167745,0.4514588859416445,0.4087473061409625,BART-large,5,20250825_142946,0.1
2,3,1,train,0.5397751859578276,0.8291472868217055,0.8877344302403863,0.885891472868217,0.8809362004125918,BART-large,5,20250825_142946,0.1
2,2,1,train,0.7179202601132815,0.7826652221018419,0.8554455119052238,0.8372697724810401,0.8325960669889094,BART-large,5,20250825_142946,0.1
2,0,1,train,0.6749371861621181,0.778167983611355,0.8618475955705879,0.8571846649107404,0.8480430088088653,BART-large,5,20250825_142946,0.1
2,1,1,train,0.5835423938136686,0.8073359073359073,0.8202528641215626,0.8621621621621621,0.8389754029639754,BART-large,5,20250825_142946,0.1
2,4,1,train,0.3867312592950153,0.8917819365337672,0.9009817113983978,0.901545972335232,0.8868317962804877,BART-large,5,20250825_142946,0.1
2,-1,1,validation,0.1582371748529315,0.6037135278514589,0.7240432614750149,0.6037135278514589,0.588588271995015,BART-large,5,20250825_142946,0.1
3,3,1,train,0.459543141485699,0.8573643410852713,0.9106599405477054,0.9075968992248062,0.9065025986240334,BART-large,5,20250825_142946,0.1
3,1,1,train,0.5017273572308046,0.8285714285714286,0.9006847737763214,0.9030888030888032,0.9015064664513552,BART-large,5,20250825_142946,0.1
3,0,1,train,0.6030732418767342,0.7895815042434884,0.8562619445497959,0.8369915130231197,0.8274858718202012,BART-large,5,20250825_142946,0.1
3,4,1,train,0.3010680770831085,0.9007323026851098,0.9289513733790106,0.9283970707892596,0.9204936871781976,BART-large,5,20250825_142946,0.1
3,2,1,train,0.6568570154423679,0.8010834236186349,0.8654521574750053,0.8684723726977248,0.8583601101948306,BART-large,5,20250825_142946,0.1
3,-1,1,validation,0.140179769469509,0.653315649867374,0.7456786332989284,0.653315649867374,0.6509443408474497,BART-large,5,20250825_142946,0.1
4,4,1,train,0.2763897694296554,0.9137510170870626,0.9585180338997928,0.9576891781936534,0.9558015840817532,BART-large,5,20250825_142946,0.1
4,3,1,train,0.4089107517554138,0.8663565891472869,0.9117615207519132,0.906046511627907,0.9044165074028644,BART-large,5,20250825_142946,0.1
4,1,1,train,0.4684514868659554,0.8428571428571429,0.8909533851600899,0.8853281853281854,0.8836195613858442,BART-large,5,20250825_142946,0.1
4,0,1,train,0.5483134788260838,0.8141644717588528,0.8869230426895507,0.8817676324261048,0.8782248756632806,BART-large,5,20250825_142946,0.1
4,2,1,train,0.5443139551223564,0.8361863488624052,0.8946844006141835,0.8940411700975082,0.887297299974278,BART-large,5,20250825_142946,0.1
4,-1,1,validation,0.1263935554604631,0.6806366047745358,0.738091479666228,0.6806366047745358,0.6777654671861683,BART-large,5,20250825_142946,0.1
5,4,1,train,0.2684584766665667,0.919446704637917,0.9534448389639516,0.9544344995931652,0.9513337575241552,BART-large,5,20250825_142946,0.1
5,1,1,train,0.4341000777950947,0.8583011583011583,0.9114819988727172,0.9073359073359072,0.905352532873148,BART-large,5,20250825_142946,0.1
5,3,1,train,0.3945982430814904,0.8803100775193798,0.9324609064689428,0.9308527131782944,0.929945649564886,BART-large,5,20250825_142946,0.1
5,2,1,train,0.4675025364926385,0.856338028169014,0.9021289213698794,0.8964247020585049,0.8924643815195139,BART-large,5,20250825_142946,0.1
5,0,1,train,0.5093696430155781,0.8296751536435469,0.8823056203928912,0.8747439274217149,0.8728532374839966,BART-large,5,20250825_142946,0.1
5,-1,1,validation,0.1222432476801881,0.6946949602122016,0.7448546274023807,0.6946949602122016,0.6965019452880656,BART-large,5,20250825_142946,0.1
6,4,1,train,0.2879488446973506,0.9121236777868186,0.9609716090174708,0.9633848657445078,0.9614666923590915,BART-large,5,20250825_142946,0.1
6,1,1,train,0.393571281592925,0.8714285714285714,0.9269033881617788,0.9193050193050192,0.9150650208976966,BART-large,5,20250825_142946,0.1
6,0,1,train,0.4724370046523095,0.8343576236464735,0.8882780135241171,0.8791337430494586,0.8778127653340442,BART-large,5,20250825_142946,0.1
6,3,1,train,0.3568454358835087,0.8834108527131783,0.9373994399432062,0.935813953488372,0.9358237860268432,BART-large,5,20250825_142946,0.1
6,2,1,train,0.4311110789950556,0.8684723726977248,0.9173657272264618,0.9183098591549296,0.913512252857774,BART-large,5,20250825_142946,0.1
6,-1,1,validation,0.1232294810298504,0.6938992042440318,0.7511736146190234,0.6938992042440318,0.6973773328727393,BART-large,5,20250825_142946,0.1
7,0,1,train,0.4118036726853053,0.855428738659643,0.916598136034492,0.9107404155692128,0.9098008484745708,BART-large,5,20250825_142946,0.1
7,3,1,train,0.3089847448581627,0.9026356589147286,0.9418713876384244,0.9404651162790698,0.9398413288606388,BART-large,5,20250825_142946,0.1
7,1,1,train,0.3631148344454827,0.8845559845559846,0.9172318852174602,0.9077220077220076,0.901444712777162,BART-large,5,20250825_142946,0.1
7,2,1,train,0.3696770310051662,0.8884073672806068,0.932513381580078,0.9308775731310942,0.9281327167665968,BART-large,5,20250825_142946,0.1
7,4,1,train,0.2407657798688084,0.9259560618388936,0.9603208349403276,0.9609438567941416,0.9560597460896344,BART-large,5,20250825_142946,0.1
7,-1,1,validation,0.1178135014082297,0.7079575596816976,0.7638158506698908,0.7079575596816976,0.7142413117364034,BART-large,5,20250825_142946,0.1
8,4,1,train,0.2469366097583907,0.9243287225386492,0.9641073518356876,0.965825874694874,0.9643631962402598,BART-large,5,20250825_142946,0.1
8,1,1,train,0.3360688813076711,0.8853281853281854,0.9390686478906468,0.9382239382239382,0.9372117681458774,BART-large,5,20250825_142946,0.1
8,2,1,train,0.3220955663751262,0.9003250270855905,0.9314802845564149,0.9328277356446372,0.9284158249081652,BART-large,5,20250825_142946,0.1
8,3,1,train,0.2810000816508805,0.9113178294573644,0.953730889390634,0.9506976744186046,0.9504053373283696,BART-large,5,20250825_142946,0.1
8,0,1,train,0.3885586062570267,0.8685981855428738,0.918044993367908,0.8741586186713491,0.8724836981185901,BART-large,5,20250825_142946,0.1
8,-1,1,validation,0.1206890655078725,0.7103448275862069,0.752414576339951,0.7103448275862069,0.7100283693569345,BART-large,5,20250825_142946,0.1
9,3,1,train,0.2753562843095681,0.912248062015504,0.9470029416084412,0.944186046511628,0.9432365105256766,BART-large,5,20250825_142946,0.1
9,1,1,train,0.2915682238120626,0.9007722007722008,0.9545324647023982,0.9528957528957528,0.9522784176783092,BART-large,5,20250825_142946,0.1
9,0,1,train,0.3645088826273524,0.8694761486684226,0.930123490513918,0.9277143693298214,0.92743331807396,BART-large,5,20250825_142946,0.1
9,2,1,train,0.2850307202207948,0.9124593716143012,0.9448766461434304,0.9391115926327194,0.9377402737471368,BART-large,5,20250825_142946,0.1
9,4,1,train,0.225118410026703,0.9243287225386492,0.9708477802151468,0.9715215622457284,0.9702440827056544,BART-large,5,20250825_142946,0.1
9,-1,1,validation,0.1184840561629369,0.7161803713527851,0.7626086171408032,0.7161803713527851,0.7206196257684371,BART-large,5,20250825_142946,0.1
10,2,1,train,0.2539418821039075,0.9187432286023836,0.9592554536537268,0.9581798483206934,0.9568529054204192,BART-large,5,20250825_142946,0.1
10,3,1,train,0.2252985583468441,0.9237209302325582,0.9488321179100844,0.946046511627907,0.9463533836827868,BART-large,5,20250825_142946,0.1
10,1,1,train,0.2682231887995357,0.9131274131274132,0.9522897889742086,0.9505791505791504,0.949893923642011,BART-large,5,20250825_142946,0.1
10,0,1,train,0.3043311310363019,0.894059116183787,0.91932838019415,0.9133743049458588,0.9129562166589764,BART-large,5,20250825_142946,0.1
10,4,1,train,0.1982683172364804,0.9397884458909682,0.9715262061908148,0.9707078925956062,0.9703122549998254,BART-large,5,20250825_142946,0.1
10,-1,1,validation,0.1192043932172067,0.7244031830238726,0.7632630837843885,0.7244031830238726,0.7268084806151446,BART-large,5,20250825_142946,0.1
11,4,1,train,0.1988705013910393,0.935720097640358,0.9579985945220262,0.9585028478437754,0.9549043687337644,BART-large,5,20250825_142946,0.1
11,2,1,train,0.2126994369086685,0.9323943661971832,0.9525727378008558,0.9484290357529794,0.9478113241488488,BART-large,5,20250825_142946,0.1
11,0,1,train,0.285563482402467,0.9022534386889084,0.9338183463182866,0.92654375182909,0.9275821525441093,BART-large,5,20250825_142946,0.1
11,1,1,train,0.263401808335739,0.9131274131274132,0.9434197854699352,0.942084942084942,0.9403288423972288,BART-large,5,20250825_142946,0.1
11,3,1,train,0.2143833786007109,0.9311627906976744,0.9627831541544232,0.9603100775193798,0.9606499554890512,BART-large,5,20250825_142946,0.1
11,-1,1,validation,0.1198761879251553,0.7315649867374006,0.761474378946252,0.7315649867374006,0.7330125599151857,BART-large,5,20250825_142946,0.1
12,2,1,train,0.1880452837847476,0.9417118093174432,0.9620787577616712,0.961430119176598,0.960756669000674,BART-large,5,20250825_142946,0.1
12,1,1,train,0.2225302106443574,0.9254826254826256,0.9392202470967044,0.9378378378378378,0.9373194557091936,BART-large,5,20250825_142946,0.1
12,3,1,train,0.1770562916075739,0.9432558139534885,0.9609307626494942,0.96,0.960084764312072,BART-large,5,20250825_142946,0.1
12,4,1,train,0.1960903011774946,0.9324654190398698,0.9678665998050764,0.969080553295362,0.968006953467668,BART-large,5,20250825_142946,0.1
12,0,1,train,0.2510270921955572,0.9092771436932984,0.9428208276326112,0.9280070237050044,0.9298118664550514,BART-large,5,20250825_142946,0.1
12,-1,1,validation,0.1237563252505853,0.7249336870026525,0.7608401532749856,0.7249336870026525,0.7266424522759806,BART-large,5,20250825_142946,0.1
13,1,1,train,0.2220712061294133,0.9262548262548262,0.9565326204036056,0.954054054054054,0.95255448947451,BART-large,5,20250825_142946,0.1
13,4,1,train,0.163598302758583,0.950366151342555,0.957544020562302,0.9560618388934092,0.9537311563772138,BART-large,5,20250825_142946,0.1
13,3,1,train,0.1799056538533981,0.9435658914728682,0.9586578602825538,0.9578294573643412,0.9579056909327786,BART-large,5,20250825_142946,0.1
13,0,1,train,0.2480577284872214,0.9124963418203104,0.9403129628274814,0.9338601112086624,0.9334439132710736,BART-large,5,20250825_142946,0.1
13,2,1,train,0.1719694291433138,0.9479956663055256,0.9545161199042702,0.9510292524377032,0.950288922099164,BART-large,5,20250825_142946,0.1
13,-1,1,validation,0.1218951388415374,0.726790450928382,0.7564537099896353,0.726790450928382,0.7291765000485221,BART-large,5,20250825_142946,0.1
14,1,1,train,0.193314552122086,0.9343629343629344,0.9503525151728752,0.9486486486486486,0.9488448842303744,BART-large,5,20250825_142946,0.1
14,3,1,train,0.1832784485807561,0.94015503875969,0.9558941122789238,0.9516279069767442,0.951308737402786,BART-large,5,20250825_142946,0.1
14,4,1,train,0.1767575137321716,0.9422294548413344,0.9650733989196084,0.9641985353946296,0.9614400818611412,BART-large,5,20250825_142946,0.1
14,2,1,train,0.1583633996231321,0.9505958829902492,0.9612471070097032,0.9594799566630552,0.9593025193692464,BART-large,5,20250825_142946,0.1
14,0,1,train,0.2173141362730339,0.9256657887035412,0.957694293969838,0.9540532630962832,0.9543282529074778,BART-large,5,20250825_142946,0.1
14,-1,1,validation,0.1241324349278114,0.7294429708222812,0.7733687745294558,0.7294429708222812,0.7355683200300579,BART-large,5,20250825_142946,0.1
15,3,1,train,0.161611979619884,0.9448062015503876,0.9707590924195478,0.9696124031007752,0.9697215568129124,BART-large,5,20250825_142946,0.1
15,2,1,train,0.1509995198309457,0.9540628385698808,0.9632860040001072,0.960996749729144,0.961359060152588,BART-large,5,20250825_142946,0.1
15,0,1,train,0.2063231920472849,0.9282996780801872,0.9539074377039068,0.9493707930933568,0.9496991008023028,BART-large,5,20250825_142946,0.1
15,1,1,train,0.1912172889059559,0.9397683397683396,0.9666577498492688,0.9644787644787643,0.9643163690739924,BART-large,5,20250825_142946,0.1
15,4,1,train,0.1641264931648794,0.9479251423921888,0.9747133869317764,0.9731489015459724,0.9728868146267534,BART-large,5,20250825_142946,0.1
15,-1,1,validation,0.1305893621120888,0.7241379310344828,0.7665818216960897,0.7241379310344828,0.7275900955702723,BART-large,5,20250825_142946,0.1
16,1,1,train,0.1624305757042164,0.949034749034749,0.9663111056202272,0.9652509652509652,0.9654957808080128,BART-large,5,20250825_142946,0.1
16,0,1,train,0.1976404086113842,0.9277143693298214,0.9544744352422754,0.9493707930933568,0.9496122794809309,BART-large,5,20250825_142946,0.1
16,2,1,train,0.1308937086274829,0.9601300108342362,0.9698706977921258,0.9685807150595884,0.9686773795855133,BART-large,5,20250825_142946,0.1
16,3,1,train,0.1470921931883849,0.9528682170542636,0.9661901761072732,0.9643410852713178,0.9644213090039012,BART-large,5,20250825_142946,0.1
16,4,1,train,0.1502629698979118,0.951179820992677,0.9802594869818524,0.9796582587469488,0.979649730442077,BART-large,5,20250825_142946,0.1
16,-1,1,validation,0.1293999241046182,0.7350132625994695,0.7640602384656906,0.7350132625994695,0.737003835786352,BART-large,5,20250825_142946,0.1
17,3,1,train,0.1278233699252602,0.958139534883721,0.9625280923171998,0.9606201550387596,0.9604785260591804,BART-large,5,20250825_142946,0.1
17,0,1,train,0.1631204424979204,0.9435177055896986,0.9493200359814804,0.9417617793386012,0.9404258021982956,BART-large,5,20250825_142946,0.1
17,1,1,train,0.1691228106016448,0.9463320463320464,0.976982843001442,0.9756756756756756,0.9756510374794892,BART-large,5,20250825_142946,0.1
17,4,1,train,0.147273251692713,0.9552481692432871,0.968643735942788,0.96826688364524,0.96765122655262,BART-large,5,20250825_142946,0.1
17,2,1,train,0.1303663850111073,0.9594799566630552,0.963391312031516,0.9605633802816902,0.9610422596882184,BART-large,5,20250825_142946,0.1
17,-1,1,validation,0.1271016558708835,0.7405835543766578,0.7640929809490445,0.7405835543766578,0.7436620410724378,BART-large,5,20250825_142946,0.1
18,2,1,train,0.116991234333553,0.961430119176598,0.9627305450671534,0.9599133261105092,0.9595945895718188,BART-large,5,20250825_142946,0.1
18,1,1,train,0.1457788177322521,0.9525096525096524,0.9641110789646652,0.9621621621621622,0.9625038129840492,BART-large,5,20250825_142946,0.1
18,0,1,train,0.160043549927378,0.9461515949663448,0.948105263182831,0.9446883230904302,0.9443336475048744,BART-large,5,20250825_142946,0.1
18,4,1,train,0.1425133732751513,0.951179820992677,0.979533461360205,0.9788445890968268,0.9789851734485652,BART-large,5,20250825_142946,0.1
18,3,1,train,0.1251772942079408,0.9568992248062016,0.9630850853627602,0.9624806201550388,0.9624552942743868,BART-large,5,20250825_142946,0.1
18,-1,1,validation,0.1340096432773707,0.7289124668435013,0.7625056553796592,0.7289124668435013,0.7332948364793477,BART-large,5,20250825_142946,0.1
19,4,1,train,0.1384382310252358,0.9568755085435312,0.979221364190016,0.9780309194467046,0.978275953327414,BART-large,5,20250825_142946,0.1
19,2,1,train,0.1115254816302906,0.9642470205850489,0.9432608066480996,0.9362946912242688,0.9361980312672344,BART-large,5,20250825_142946,0.1
