round,train_loss,val_loss,test_loss,rouge1,rouge2,rougeL,bleu1,bleu2,bleu3,bleu4,gini_coefficient,mean_contribution,min_contribution,max_contribution,cv_contribution,num_samples
1,2.3863913308490403,1.7473400225631508,,42.88114587529659,20.13263089439709,28.46711787509283,29.326064305889247,19.54746843284527,14.905049830717974,11.688993788213857,0.0,0.25534860775770696,0.0002835270768358378,1.0,0.0,5000
2,1.3082983084022999,1.5376211409200642,,43.134870506744576,18.73387646400376,28.603853848085354,30.323821731730455,20.17475372139969,14.993544245970634,11.558919530632046,0.0,0.25534860775770696,0.0002835270768358378,1.0,0.0,5000
3,1.0150107876820997,1.5605752807051798,,42.97848545008848,18.471887974700206,28.059455363121256,30.170751352997833,19.98139515403548,14.779107206420052,11.33434173753192,0.0,0.25534860775770696,0.0002835270768358378,1.0,0.0,5000
4,1.231645416129719,1.5736910320529696,,43.05947030362573,18.626895566371203,28.454981418056587,30.236547902286134,20.070395339298244,14.875146957861393,11.444459431773392,0.0,0.25534860775770696,0.0002835270768358378,1.0,0.0,5000
5,1.5113201469903992,1.5736911156830744,1.7732664332678025,43.08318170053884,18.616147681735196,28.4021814106886,30.236101113352863,20.07014715277367,14.875024404470555,11.444387930322176,0.0,0.25534860775770696,0.0002835270768358378,1.0,0.0,5000
