round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
16,0,0.7138964577656676,0.1739789548778313,0.15647204051894537,0.12322261330821778,367
16,1,0.5783410138248848,0.30096274236487164,0.29270024072655654,0.25325833076266335,434
16,2,0.6006825938566553,0.420952946662141,0.4095430569888774,0.3650234118254346,293
16,3,0.7055655296229802,0.23055205411812713,0.2508563881037313,0.20992226502116998,557
16,4,0.792,0.21001561383879186,0.18759081064780544,0.19739288087734935,250
16,5,0.7044534412955465,0.3123619458570915,0.29614633732280793,0.2958452687456047,247
16,6,0.7893617021276595,0.44198984943528624,0.4584491641119383,0.4307615755676066,470
16,7,0.739413680781759,0.34311218892061257,0.4645343187907742,0.3564795023560239,614
16,8,0.8033175355450237,0.3762468151968959,0.3542646194074294,0.3583497857596426,422
16,9,0.7155172413793104,0.3236664230909755,0.35318172077574195,0.32721329323373105,116
