round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
14,0,0.7193460490463215,0.17298689138576778,0.1577783365620835,0.12330634311363393,367
14,1,0.6082949308755761,0.3121019033089971,0.29597193347193346,0.2639961965640438,434
14,2,0.5699658703071673,0.39581440231595033,0.39435056186217177,0.3354922565335451,293
14,3,0.6858168761220825,0.2201463700936336,0.23566651745566833,0.1995945592202702,557
14,4,0.784,0.20857338820301782,0.1783315513885462,0.19157872209515403,250
14,5,0.6761133603238867,0.30431168647425016,0.2777686194094863,0.28559252381967065,247
14,6,0.7978723404255319,0.4840487934848434,0.4924925046142011,0.46770818764553607,470
14,7,0.737785016286645,0.33834784374162524,0.4580226752317487,0.34531387961647275,614
14,8,0.8009478672985783,0.37443671411057133,0.33624206179343596,0.3511836691922626,422
14,9,0.6810344827586207,0.3147321428571429,0.36584471766848814,0.32086511789181693,116
