round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
19,0,0.7084468664850136,0.1726124739571095,0.15676363148411143,0.12344141573032687,367
19,1,0.5875576036866359,0.2960737135269366,0.2930752361673414,0.26213335548701,434
19,2,0.6075085324232082,0.4282591889802516,0.4310094408133624,0.37311202483828976,293
19,3,0.6822262118491921,0.21739656228346443,0.2327158893720779,0.1955966428999521,557
19,4,0.792,0.2084737460815047,0.1882016407599309,0.19611528575550136,250
19,5,0.6923076923076923,0.3023276417277582,0.34818351583057466,0.2865213193697407,247
19,6,0.7829787234042553,0.4502888783370636,0.4577313769970925,0.4397068281816192,470
19,7,0.762214983713355,0.31573438335647985,0.4385197463228842,0.3279240491205211,614
19,8,0.7985781990521327,0.36263211776369675,0.33619206679293606,0.34330917292628305,422
19,9,0.7155172413793104,0.38003897211058335,0.3564496946319511,0.33283201130919654,116
