,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,2,2,2,0,0,2,0,0,3,1,3,6,0,10,2,11,4,17,12,83
true_1,0,130,12,7,7,24,0,0,2,2,0,2,5,0,2,1,0,0,1,0
true_2,0,8,135,8,15,17,0,0,1,0,1,6,3,0,3,0,0,0,0,0
true_3,0,1,36,87,58,3,2,1,2,2,0,2,1,1,0,0,0,0,0,0
true_4,0,6,9,11,144,3,3,1,0,0,1,11,4,0,0,0,0,0,0,0
true_5,0,7,6,0,2,178,0,0,0,1,0,1,1,0,1,0,0,0,0,1
true_6,0,3,3,4,13,2,147,9,4,1,0,4,1,3,0,0,1,0,0,0
true_7,0,0,3,1,2,1,4,149,14,0,1,9,4,1,1,0,3,0,3,2
true_8,0,0,1,0,1,0,4,18,152,3,2,8,0,3,1,0,3,0,2,1
true_9,0,0,0,0,0,1,0,0,3,176,3,13,0,1,0,0,0,1,0,1
true_10,0,0,0,0,0,1,0,1,2,15,170,7,0,0,0,0,0,0,3,1
true_11,0,0,1,2,3,5,0,0,2,0,0,158,2,4,2,0,5,1,9,4
true_12,0,7,8,10,18,4,4,10,1,0,0,13,107,11,2,0,1,0,1,0
true_13,0,1,0,0,1,1,0,3,0,0,0,3,1,184,1,0,0,0,1,2
true_14,1,1,0,0,2,3,0,1,2,2,0,9,4,9,158,0,2,0,3,0
true_15,0,0,2,0,0,0,0,3,1,0,0,7,0,4,2,127,0,2,7,44
true_16,0,0,3,0,0,1,0,1,0,0,1,11,0,3,0,0,130,0,24,8
true_17,0,0,0,0,0,3,0,0,0,2,1,7,0,1,0,1,2,152,10,9
true_18,0,0,2,0,0,1,1,2,2,1,0,13,0,5,5,0,20,5,94,4
true_19,0,0,0,0,0,0,0,1,2,2,0,3,0,7,2,21,12,3,6,67
