round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
18,0,0.7138964577656676,0.16323254557534075,0.14836618034413449,0.11589744277999661,367
18,1,0.576036866359447,0.269697458149683,0.2699423943173943,0.2350559244083401,434
18,2,0.6075085324232082,0.42426900584795324,0.4189986813438826,0.38368593894611275,293
18,3,0.6786355475763016,0.21670588769317697,0.22556183918625505,0.1899895538781178,557
18,4,0.8,0.2295851661779081,0.1911778312361214,0.2065709420678044,250
18,5,0.6882591093117408,0.30940846927006094,0.3063654338740843,0.29541122791896784,247
18,6,0.7914893617021277,0.45108846214651344,0.46250950678447655,0.44099935718583544,470
18,7,0.755700325732899,0.34526616101279384,0.4655919773417139,0.3558031705305017,614
18,8,0.7985781990521327,0.37148054956190846,0.35742964893740437,0.35623333522723544,422
18,9,0.6724137931034483,0.33444940476190477,0.36273736338797813,0.3327897608494643,116
