,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,0,3,6,0,0,2,0,0,2,0,0,5,0,11,1,7,11,19,17,76
true_1,0,123,20,2,11,27,0,1,2,0,0,0,3,2,1,1,0,0,2,0
true_2,0,6,145,1,23,14,0,1,0,0,0,0,2,1,1,0,0,0,3,0
true_3,0,3,45,19,119,3,2,0,1,0,0,1,1,1,0,0,0,0,1,0
true_4,0,4,22,1,153,4,2,0,0,0,0,2,4,0,0,0,0,0,1,0
true_5,0,9,13,0,2,172,0,0,0,0,0,0,0,0,1,0,1,0,0,0
true_6,0,3,13,2,23,2,119,19,6,0,0,2,1,1,2,0,1,0,1,0
true_7,0,0,14,0,3,2,1,153,13,0,0,0,2,1,0,0,6,0,2,1
true_8,0,2,9,0,0,1,3,19,151,0,1,2,0,5,1,0,3,0,1,1
true_9,0,0,10,0,0,1,0,0,2,174,3,4,0,0,0,0,0,1,2,2
true_10,0,1,9,0,0,0,0,0,1,15,166,1,0,0,0,0,2,0,5,0
true_11,0,0,5,1,4,4,0,0,2,0,0,158,1,5,0,0,8,2,4,4
true_12,0,6,14,2,39,1,3,11,4,0,0,15,82,15,2,0,1,0,2,0
true_13,0,1,6,0,0,1,0,1,0,0,0,1,1,183,1,0,0,0,1,2
true_14,0,2,8,0,2,3,0,0,3,1,0,3,4,9,152,0,3,1,6,0
true_15,0,0,9,0,0,1,0,1,1,0,0,1,0,4,2,127,3,2,8,40
true_16,0,0,4,0,0,1,0,1,1,0,1,10,0,3,0,0,139,2,14,6
true_17,0,0,6,0,0,2,0,0,2,0,0,2,0,2,0,0,6,154,10,4
true_18,0,0,7,0,0,0,1,2,2,1,0,8,0,11,3,0,27,6,86,1
true_19,0,0,4,0,0,0,0,0,1,0,0,4,0,8,2,28,14,5,9,51
