,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,7,1,1,0,0,2,0,0,2,3,2,9,0,7,0,15,4,19,14,74
true_1,0,132,12,6,9,24,0,0,2,1,0,2,4,0,1,1,0,0,1,0
true_2,0,10,136,13,13,13,0,0,1,0,1,5,3,0,2,0,0,0,0,0
true_3,0,1,35,121,29,2,2,0,0,2,0,2,1,1,0,0,0,0,0,0
true_4,0,6,10,18,137,2,3,0,0,0,1,12,4,0,0,0,0,0,0,0
true_5,0,5,8,0,1,180,0,0,0,1,0,1,0,0,1,0,0,0,0,1
true_6,0,3,6,7,8,2,153,3,4,1,0,4,1,2,0,0,1,0,0,0
true_7,0,0,5,1,2,1,4,149,12,0,1,9,6,1,0,0,3,0,3,1
true_8,0,0,2,0,1,0,6,14,154,2,2,9,1,2,1,0,2,0,3,0
true_9,0,0,0,0,0,1,0,0,3,175,4,13,0,0,0,0,1,1,0,1
true_10,0,0,2,0,0,0,0,0,1,10,175,8,0,0,0,0,0,0,3,1
true_11,0,1,1,3,3,4,0,0,2,0,0,164,1,4,0,0,6,1,5,3
true_12,0,7,7,20,17,2,4,9,1,1,0,17,100,10,1,0,1,0,0,0
true_13,0,1,3,0,0,1,0,1,0,0,0,3,1,184,1,0,0,1,1,1
true_14,0,3,1,0,2,3,0,1,1,2,0,11,4,11,152,0,2,1,2,1
true_15,0,0,4,0,0,0,0,1,1,0,0,7,0,4,2,135,2,2,6,35
true_16,0,0,3,0,0,1,0,1,0,0,1,19,0,3,0,0,125,1,19,9
true_17,0,0,1,0,0,0,0,0,2,1,1,9,0,2,0,0,1,156,7,8
true_18,0,0,3,0,0,1,1,1,2,1,0,18,0,5,5,0,17,5,93,3
true_19,0,0,1,0,0,0,0,0,2,1,1,6,0,5,1,26,11,4,6,62
