,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,2,3,2,0,0,2,0,0,2,0,1,12,0,11,0,6,12,24,11,72
true_1,1,129,11,7,4,29,0,0,1,1,0,4,5,0,1,1,0,0,1,0
true_2,0,4,132,11,14,22,0,0,1,0,1,8,3,0,1,0,0,0,0,0
true_3,0,5,29,112,30,9,2,2,2,0,0,3,1,1,0,0,0,0,0,0
true_4,0,4,9,23,130,6,3,1,0,1,0,12,4,0,0,0,0,0,0,0
true_5,0,6,6,0,2,180,0,0,1,0,0,1,0,0,1,0,1,0,0,0
true_6,0,3,5,6,12,3,136,11,5,1,0,5,2,3,1,0,2,0,0,0
true_7,0,0,2,0,2,1,3,151,14,0,1,10,5,2,0,0,4,0,2,1
true_8,0,1,2,0,1,0,4,24,146,1,2,9,0,2,1,0,3,0,2,1
true_9,0,0,0,0,0,1,0,0,2,175,3,14,0,0,0,0,0,1,1,2
true_10,0,1,0,0,0,1,0,1,0,13,170,8,0,0,0,0,3,0,3,0
true_11,0,0,1,2,4,5,0,0,2,0,0,163,1,5,1,0,7,1,4,2
true_12,0,9,8,12,11,2,4,9,3,0,0,26,100,11,1,0,1,0,0,0
true_13,0,1,0,0,0,1,0,4,0,0,0,4,2,183,1,0,0,0,1,1
true_14,0,3,0,0,1,3,0,1,2,2,0,13,4,9,151,0,3,1,4,0
true_15,0,0,1,0,0,1,0,3,1,0,0,7,0,4,1,123,2,2,7,47
true_16,0,0,1,0,0,1,0,1,0,0,1,18,0,3,0,0,137,1,13,6
true_17,0,0,1,0,0,2,0,1,0,0,1,11,0,0,0,0,6,156,7,3
true_18,0,0,2,0,0,1,1,3,2,1,0,15,0,4,5,0,27,6,88,0
true_19,0,0,1,0,0,0,0,1,2,0,0,6,0,5,1,23,14,5,6,62
