round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
17,0,0.7166212534059946,0.17190656565656565,0.15762718934248796,0.12196447364558836,367
17,1,0.5829493087557603,0.3071517761336443,0.2966795236532079,0.2636344453796132,434
17,2,0.5938566552901023,0.4264215473892893,0.44504130355846044,0.39200212678727003,293
17,3,0.7019748653500898,0.22638561878684,0.25047387710041097,0.20755294826681092,557
17,4,0.796,0.20428045891008853,0.17171779477478957,0.18489306207616069,250
17,5,0.7125506072874493,0.33646632566069906,0.37212810257792955,0.33074962163413,247
17,6,0.7914893617021277,0.44667386383209073,0.4601906501800498,0.4370717432943573,470
17,7,0.750814332247557,0.34838581521798107,0.4736093025284498,0.3612414930578438,614
17,8,0.8056872037914692,0.3500382502535879,0.32285129761153253,0.3289617368564737,422
17,9,0.6896551724137931,0.296182412358883,0.34251151826850956,0.3013944284115516,116
