,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,8,2,1,0,0,2,0,0,1,1,2,8,0,9,2,14,5,21,16,68
true_1,0,134,11,10,6,22,0,0,2,0,0,4,3,0,1,1,0,0,1,0
true_2,0,10,136,17,10,12,0,0,1,0,1,5,3,0,2,0,0,0,0,0
true_3,0,2,30,129,25,1,2,0,1,2,0,2,1,1,0,0,0,0,0,0
true_4,0,7,10,20,134,2,3,0,0,0,1,13,3,0,0,0,0,0,0,0
true_5,0,6,7,0,1,180,0,0,0,1,0,1,0,0,1,0,0,0,0,1
true_6,0,3,6,7,11,1,153,2,4,1,0,3,1,2,0,0,1,0,0,0
true_7,0,0,5,1,3,1,4,136,24,0,0,9,6,1,0,0,3,0,4,1
true_8,0,1,2,0,1,0,4,10,164,0,1,9,0,2,1,0,2,0,2,0
true_9,0,0,0,0,0,1,0,0,3,174,4,13,0,1,0,0,0,1,1,1
true_10,0,0,2,0,0,0,0,0,1,9,175,9,0,0,0,0,0,0,3,1
true_11,0,1,2,3,3,2,0,0,2,0,0,161,1,4,0,0,7,1,8,3
true_12,0,8,4,19,15,2,4,9,3,0,0,19,100,12,1,0,0,0,1,0
true_13,0,1,3,0,0,1,2,1,0,0,0,3,1,182,1,0,0,1,1,1
true_14,0,3,1,0,2,3,0,1,1,2,0,10,6,10,152,0,1,1,3,1
true_15,0,0,4,0,0,0,0,0,2,0,0,7,0,5,2,128,1,2,6,42
true_16,0,0,1,0,0,1,0,1,1,0,1,15,0,3,0,0,126,2,24,7
true_17,1,0,1,0,0,1,0,0,2,1,1,8,0,1,0,0,1,156,9,6
true_18,0,0,3,0,0,1,1,1,2,1,0,15,0,5,4,0,20,5,94,3
true_19,0,0,1,0,0,0,0,0,1,1,1,6,0,5,1,25,11,4,7,63
