round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
7,0,0.6839237057220708,0.11981562245151227,0.15954378478961806,0.11507849016668137,367
7,1,0.5391705069124424,0.2335620133109325,0.2794679054054054,0.23198630451709157,434
7,2,0.5290102389078498,0.3235244580274701,0.4199868373275236,0.3238734891695272,293
7,3,0.6714542190305206,0.2168657417078085,0.2307207124118708,0.1943183099049603,557
7,4,0.784,0.2435786435786436,0.21772349699810842,0.22920634920634922,250
7,5,0.7044534412955465,0.27222222222222225,0.2795571817243644,0.2653275190576611,247
7,6,0.7680851063829788,0.45553611891415763,0.48082445373845634,0.4459789845277139,470
7,7,0.745928338762215,0.3517628606270659,0.4691054981133935,0.3708414121125142,614
7,8,0.7938388625592417,0.3684707858106226,0.34387801264804185,0.3466680212348325,422
7,9,0.6724137931034483,0.30061263405996647,0.34558287795992715,0.30881286681192455,116
