round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
20,0,0.7247956403269755,0.18169200264375415,0.16873204595818048,0.1317232401991167,367
20,1,0.5990783410138248,0.30111708559337014,0.2783008489258489,0.25994462288091946,434
20,2,0.5972696245733788,0.431055034256134,0.42240998738676755,0.38813520904249726,293
20,3,0.6768402154398564,0.23159906011074494,0.2489213521486122,0.20245575153927617,557
20,4,0.804,0.2145276292335116,0.18133263668161564,0.19474203089056855,250
20,5,0.7004048582995951,0.31103919453434015,0.2939988116458705,0.29432942238446597,247
20,6,0.7851063829787234,0.4589424139715476,0.45659786138989256,0.4420525822355948,470
20,7,0.754071661237785,0.3490555872023644,0.4700666447699046,0.36090509920349856,614
20,8,0.7890995260663507,0.36979684144135067,0.35268366349623637,0.3508357625571563,422
20,9,0.6724137931034483,0.35122304735847826,0.3391942569377478,0.33758130440844447,116
