,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,8,2,1,0,0,1,0,0,1,3,3,7,0,8,1,17,9,18,13,68
true_1,0,130,13,7,8,22,0,1,1,2,0,2,4,1,2,1,0,0,1,0
true_2,0,8,142,14,11,10,0,1,1,0,1,5,2,0,2,0,0,0,0,0
true_3,0,1,30,129,25,2,2,0,2,2,0,2,0,1,0,0,0,0,0,0
true_4,0,5,10,21,135,2,3,1,0,0,1,12,3,0,0,0,0,0,0,0
true_5,0,5,9,1,1,178,0,0,0,1,0,1,0,0,1,0,0,0,0,1
true_6,0,2,6,7,9,0,152,6,4,2,0,3,1,2,0,0,1,0,0,0
true_7,0,0,4,0,3,1,4,153,12,0,0,9,4,1,0,0,3,0,3,1
true_8,0,0,2,0,1,0,4,24,149,2,1,8,0,2,1,0,3,0,2,0
true_9,0,0,0,0,0,1,0,0,3,175,4,13,0,0,0,0,1,1,0,1
true_10,0,0,2,0,0,0,0,0,1,10,175,8,0,0,0,1,0,0,2,1
true_11,0,1,1,4,2,4,0,0,1,0,0,161,1,4,0,0,8,1,7,3
true_12,0,6,5,25,16,2,4,12,1,0,0,16,97,11,0,0,1,0,1,0
true_13,0,1,3,0,0,1,2,1,0,0,0,3,1,181,1,0,0,1,1,2
true_14,1,3,1,0,2,3,0,1,1,3,0,10,6,8,154,0,1,0,3,0
true_15,0,0,4,0,0,0,0,1,1,0,0,7,0,3,2,131,2,2,7,39
true_16,0,0,1,0,0,1,0,2,1,0,1,16,0,2,0,0,136,2,14,6
true_17,0,0,1,0,0,1,0,0,3,1,1,9,0,1,0,0,4,156,6,5
true_18,0,0,3,0,0,1,1,2,2,1,0,14,0,5,5,0,22,5,91,3
true_19,0,0,1,0,0,0,0,0,3,3,1,6,0,3,1,26,12,4,4,62
