round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
5,0,0.6730245231607629,0.12147990417886613,0.15832464428367474,0.1158947695067135,367
5,1,0.37327188940092165,0.25513256395972506,0.26206140350877194,0.21440698729335236,434
5,2,0.5460750853242321,0.34119163062606567,0.4423090478021274,0.34320158484579616,293
5,3,0.6427289048473968,0.21152832677288752,0.22776537587508133,0.1831074387031219,557
5,4,0.768,0.21469232854432097,0.15009216121681834,0.17093818349257514,250
5,5,0.7206477732793523,0.3582758306574662,0.3726066897347174,0.3508152436386849,247
5,6,0.7595744680851064,0.4355628793469084,0.41727801499753764,0.4129129945142539,470
5,7,0.739413680781759,0.3444419341623289,0.36179275063282895,0.34221755806618825,614
5,8,0.7511848341232228,0.3153462888110493,0.30278688442704693,0.29390885455706184,422
5,9,0.7068965517241379,0.3068860113603543,0.349440158577092,0.31501620255945517,116
