,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,7,2,0,0,0,2,0,3,3,1,2,6,0,9,2,16,9,18,12,68
true_1,0,134,12,6,7,22,0,2,3,1,0,0,5,0,1,1,0,0,1,0
true_2,0,10,131,11,14,18,0,5,1,0,1,0,3,1,2,0,0,0,0,0
true_3,0,4,32,101,47,2,2,3,1,1,0,1,1,1,0,0,0,0,0,0
true_4,0,6,9,15,140,3,3,10,0,0,1,2,4,0,0,0,0,0,0,0
true_5,0,7,6,1,2,178,0,2,0,0,0,0,0,0,1,0,0,0,0,1
true_6,0,3,3,4,9,2,150,13,4,0,0,2,0,4,0,0,1,0,0,0
true_7,0,0,1,0,2,1,3,164,13,0,1,0,4,1,1,0,3,0,3,1
true_8,0,0,2,0,0,0,5,29,150,2,1,2,0,2,1,0,2,0,3,0
true_9,0,0,0,0,0,1,0,9,2,176,4,4,0,0,0,0,1,1,0,1
true_10,0,0,0,0,0,1,0,8,0,11,174,1,0,0,0,1,1,1,1,1
true_11,0,1,2,2,3,3,0,2,1,0,0,159,2,4,0,0,9,2,5,3
true_12,0,7,6,11,14,4,4,12,0,0,0,15,110,11,2,0,1,0,0,0
true_13,0,1,0,0,0,1,0,7,0,0,0,0,1,184,2,0,0,1,1,0
true_14,0,2,0,0,2,3,0,9,1,3,0,3,4,10,154,0,2,1,2,1
true_15,0,0,1,0,0,1,0,9,1,0,0,1,0,4,3,132,2,2,6,37
true_16,0,0,2,0,0,1,0,2,0,0,1,15,0,3,0,0,135,1,15,7
true_17,0,0,1,0,0,1,0,4,1,0,2,4,0,1,0,0,4,157,7,6
true_18,0,0,2,0,0,1,1,8,2,1,0,11,0,5,6,0,21,5,90,2
true_19,0,0,0,0,0,0,0,3,0,2,2,4,0,5,2,28,13,4,2,61
