round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
1,0,0.6485013623978202,0.1364922206506365,0.10869920916280337,0.11831984174181098,367
1,1,0.12211981566820276,0.17377808320083363,0.14718468468468468,0.07571534446297255,434
1,2,0.3583617747440273,0.2511716615297178,0.22793236575676024,0.19810357287924585,293
1,3,0.3016157989228007,0.15873202001250783,0.1856047591084012,0.09373233550787635,557
1,4,0.644,0.1719356261022928,0.09840153678051532,0.11647887323943662,250
1,5,0.242914979757085,0.20343915343915342,0.14029227852757264,0.13342408578406773,247
1,6,0.474468085106383,0.4044603794739979,0.23765160193688806,0.27110163097071505,470
1,7,0.3469055374592834,0.25261383456595243,0.12347596043248216,0.1560369501963672,614
1,8,0.36729857819905215,0.20772232034821078,0.1726479636197367,0.14807382937773722,422
1,9,0.4482758620689655,0.2620923913043478,0.1892469262295082,0.17044717091901498,116
