round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
15,0,0.7138964577656676,0.17361637024287624,0.15720263132316584,0.12438620600177669,367
15,1,0.6059907834101382,0.28879860228087906,0.2824768277893278,0.24607122521596736,434
15,2,0.5938566552901023,0.42518569215767493,0.44006293875574914,0.37476383347326553,293
15,3,0.6732495511669659,0.2182416155545482,0.2311359102585123,0.1936242344648977,557
15,4,0.784,0.20857338820301782,0.1783315513885462,0.19157872209515403,250
15,5,0.7004048582995951,0.2924757281553398,0.2795276962459625,0.27978606463901445,247
15,6,0.7893617021276595,0.44645009109196987,0.46209189660192485,0.43410716255780185,470
15,7,0.754071661237785,0.34352891453723383,0.46793736479836157,0.35706082270907225,614
15,8,0.8056872037914692,0.3823879256155115,0.360861767254488,0.36536694844296413,422
15,9,0.6724137931034483,0.2931945505474917,0.3391942569377478,0.2982094798703795,116
