,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,60,2,3,0,0,0,0,0,1,4,0,1,0,1,7,31,9,20,5,16
true_1,0,133,18,4,6,19,0,0,1,1,1,0,6,0,3,1,0,1,1,0
true_2,0,5,151,1,15,15,0,0,0,0,3,0,4,0,3,0,0,0,0,0
true_3,0,4,46,51,78,1,2,0,0,1,2,0,9,1,0,1,0,0,0,0
true_4,0,14,24,7,134,2,3,0,0,1,0,1,6,0,0,0,0,1,0,0
true_5,0,7,7,1,3,178,0,0,0,0,0,0,0,0,1,1,0,0,0,0
true_6,0,2,12,2,10,2,130,8,3,3,0,0,11,0,5,2,4,0,0,1
true_7,2,0,10,0,4,1,2,148,9,1,2,0,10,1,3,0,3,1,1,0
true_8,0,1,9,0,1,0,2,20,147,2,4,0,0,1,4,0,6,0,1,1
true_9,0,0,9,0,0,1,0,0,1,176,7,0,0,0,0,2,3,0,0,0
true_10,0,0,8,0,1,0,0,0,0,8,178,0,0,0,1,1,1,1,1,0
true_11,2,0,7,0,0,6,0,0,0,0,1,142,9,4,7,0,9,6,4,1
true_12,0,11,7,6,8,1,3,6,1,1,0,2,137,6,3,1,4,0,0,0
true_13,1,1,3,0,2,1,0,0,0,0,0,0,2,178,4,2,2,1,1,0
true_14,1,2,7,0,2,1,0,1,1,1,1,2,2,2,170,0,3,0,1,0
true_15,8,0,7,0,2,1,0,1,0,0,0,0,0,2,2,163,2,2,3,6
true_16,1,0,2,0,0,1,0,1,2,1,1,6,0,0,1,1,131,5,26,3
true_17,2,0,3,0,0,0,0,0,0,1,1,1,1,1,2,1,6,162,4,3
true_18,3,0,4,0,1,1,1,2,1,2,2,3,0,3,5,5,20,12,90,0
true_19,20,0,2,0,1,0,0,0,0,0,4,1,0,0,3,57,14,2,3,19
