,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,48,1,3,0,0,1,0,0,0,3,0,3,0,3,8,26,11,20,7,26
true_1,0,126,23,3,4,22,0,0,2,1,1,0,7,0,3,1,0,1,1,0
true_2,0,6,162,2,3,15,0,0,1,0,2,0,3,0,3,0,0,0,0,0
true_3,0,5,74,80,16,2,2,0,0,1,2,0,11,1,0,1,0,0,1,0
true_4,0,10,45,27,95,2,1,0,0,0,1,1,8,0,1,0,1,0,1,0
true_5,0,6,10,0,1,179,0,0,0,0,0,0,0,0,1,0,0,0,0,1
true_6,0,3,20,4,5,1,120,7,3,4,3,0,14,0,7,1,3,0,0,0
true_7,1,0,10,0,2,1,2,141,13,1,5,0,10,1,3,0,5,1,1,1
true_8,0,1,10,0,0,0,3,14,150,0,5,0,3,1,4,0,5,0,3,0
true_9,0,0,9,0,0,1,0,0,1,172,9,0,0,0,0,0,5,0,0,2
true_10,0,0,8,0,0,0,0,0,0,6,181,0,0,0,0,1,1,2,1,0
true_11,3,0,8,0,0,5,0,0,0,0,1,141,10,3,6,0,12,3,5,1
true_12,0,10,9,10,4,2,3,6,3,0,2,2,136,5,3,1,1,0,0,0
true_13,1,1,3,0,0,1,0,0,0,0,3,0,2,175,5,3,1,1,2,0
true_14,0,1,7,0,0,2,0,0,2,1,2,2,3,4,167,0,4,1,1,0
true_15,5,0,6,0,0,1,0,1,0,0,2,0,0,2,2,158,3,2,5,12
true_16,0,0,2,0,0,1,0,0,1,0,2,5,0,0,0,1,137,5,24,4
true_17,0,0,4,0,0,0,0,0,0,1,0,0,1,1,1,1,7,162,6,4
true_18,0,0,5,0,0,1,1,2,1,1,2,2,0,4,4,3,28,13,88,0
true_19,15,0,2,0,0,0,0,0,0,1,5,2,0,2,3,51,13,5,3,24
