round,train_loss,val_loss,test_loss,rouge1,rouge2,rougeL,bleu1,bleu2,bleu3,bleu4,gini_coefficient,mean_contribution,min_contribution,max_contribution,cv_contribution,num_samples
1,2.1469005427122116,1.4153489791582212,,42.198071488426756,21.972737056396834,31.647797846847666,31.35212985057421,22.158899540958,17.62799816787994,14.41701548513875,0.0,0.33362140600671,0.00031446540880503143,1.0,0.0,5000
2,1.113139053750038,1.4153516294332362,1.4682265581228793,42.20421430410253,21.976710327814846,31.65937651405022,31.353879456990573,22.162417488142513,17.631555787296488,14.419831505168046,0.0,0.33362140600671,0.00031446540880503143,1.0,0.0,5000
