,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,51,4,0,0,0,2,0,3,6,0,1,1,2,6,2,30,9,5,17,21
true_1,0,141,4,8,7,20,1,4,0,0,0,0,5,1,2,1,0,0,1,0
true_2,0,17,90,25,19,31,1,5,1,0,1,1,5,0,1,0,0,0,0,0
true_3,0,4,10,115,45,6,5,1,5,0,0,0,4,1,0,0,0,0,0,0
true_4,0,8,2,16,141,4,4,9,2,0,1,0,6,0,0,0,0,0,0,0
true_5,0,10,1,1,4,177,0,1,1,0,0,0,2,0,0,0,1,0,0,0
true_6,0,2,0,1,5,3,167,4,8,0,0,0,2,0,2,0,0,0,1,0
true_7,0,0,0,1,4,1,5,157,14,0,0,0,8,0,0,0,4,0,3,1
true_8,0,1,1,0,2,0,6,23,153,0,1,0,2,2,1,0,4,0,3,0
true_9,0,1,0,0,1,0,0,9,5,163,14,0,0,0,0,0,2,1,2,1
true_10,0,1,0,0,0,1,1,7,4,2,178,0,1,1,0,1,2,0,1,0
true_11,0,3,2,1,4,7,0,2,3,0,0,139,9,4,4,0,9,0,9,2
true_12,0,7,1,13,21,3,10,5,5,0,0,3,120,7,1,0,1,0,0,0
true_13,0,2,0,0,1,1,2,3,3,0,0,0,4,177,2,1,0,0,2,0
true_14,0,9,0,0,3,4,0,8,2,0,0,1,8,7,145,0,2,0,8,0
true_15,2,2,0,0,0,0,0,7,2,0,0,0,0,2,2,160,2,0,9,11
true_16,0,2,1,0,1,0,0,2,4,0,0,4,1,1,1,1,137,0,23,4
true_17,1,2,0,0,0,3,0,3,4,0,0,0,0,1,1,2,6,147,15,3
true_18,0,0,1,0,0,1,1,4,4,1,1,1,0,4,2,0,24,2,108,1
true_19,5,0,0,0,0,0,0,2,4,0,0,1,1,2,2,62,16,0,10,21
