,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,58,2,0,0,0,0,0,4,3,0,1,1,1,1,5,16,3,6,8,51
true_1,0,150,5,8,1,17,0,2,0,0,0,0,7,0,3,1,0,0,1,0
true_2,0,11,122,21,9,11,1,5,2,0,2,1,10,0,1,0,1,0,0,0
true_3,0,7,11,143,10,1,6,1,1,0,1,1,10,1,1,1,0,0,1,0
true_4,0,6,4,17,141,3,3,9,0,0,0,1,7,0,0,0,0,0,2,0
true_5,0,9,2,0,4,181,0,1,0,0,0,0,0,0,0,0,0,0,0,1
true_6,0,0,1,3,5,0,161,9,2,0,0,0,9,0,1,0,1,0,3,0
true_7,1,2,0,3,3,1,6,149,13,0,3,0,10,0,0,1,3,0,3,0
true_8,0,1,2,1,1,0,1,20,161,0,2,1,3,1,0,0,3,0,1,1
true_9,0,0,0,0,0,1,0,9,1,164,19,1,0,0,0,1,3,0,0,0
true_10,0,0,0,0,0,1,0,7,1,3,181,0,1,0,1,1,1,0,2,1
true_11,2,2,3,0,1,4,0,2,1,0,0,155,8,2,3,0,8,0,5,2
true_12,0,5,2,5,5,1,6,3,1,0,0,3,159,4,1,0,2,0,0,0
true_13,1,1,0,0,1,1,0,4,0,0,0,0,5,178,2,2,0,0,3,0
true_14,0,6,0,0,3,1,1,8,0,0,2,3,8,1,157,0,2,0,5,0
true_15,6,1,0,0,0,0,0,7,0,0,0,0,0,2,2,158,0,1,3,19
true_16,1,1,1,0,1,0,0,2,2,1,1,7,0,0,1,0,149,0,10,5
true_17,4,0,0,0,0,0,0,3,0,0,0,3,0,1,1,3,3,152,11,7
true_18,2,0,2,0,0,1,1,4,1,1,2,4,0,3,1,0,24,5,100,4
true_19,5,1,0,0,0,0,1,2,1,2,0,2,1,1,1,36,14,1,5,53
