,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,37,2,0,0,3,2,0,3,4,0,1,2,2,2,1,39,5,6,13,38
true_1,0,146,4,8,5,16,0,3,2,1,0,0,5,0,2,1,0,0,1,1
true_2,0,11,115,23,15,14,1,6,1,0,1,1,6,0,2,0,0,0,1,0
true_3,0,5,13,139,22,1,4,1,2,0,0,0,6,2,0,1,0,0,0,0
true_4,0,9,3,19,138,2,3,10,1,0,1,1,6,0,0,0,0,0,0,0
true_5,0,8,8,3,4,171,0,1,0,0,0,0,2,0,0,0,0,0,0,1
true_6,0,2,1,3,8,1,167,4,4,0,0,0,2,0,2,0,0,0,1,0
true_7,0,0,0,0,3,1,6,154,18,0,1,0,7,0,0,1,2,0,4,1
true_8,0,1,0,0,0,0,4,18,164,0,2,0,1,1,2,0,4,0,2,0
true_9,1,0,0,0,0,1,0,9,4,163,16,0,0,0,0,1,1,1,2,0
true_10,0,0,1,0,1,0,0,7,1,2,182,0,0,0,1,1,3,0,0,1
true_11,2,1,2,2,2,5,1,3,4,0,0,141,6,4,5,0,10,1,8,1
true_12,0,6,2,9,11,1,11,5,5,0,0,3,134,7,1,1,1,0,0,0
true_13,0,2,0,0,2,1,2,4,1,0,0,0,2,177,3,1,0,0,2,1
true_14,2,6,0,0,3,2,0,8,2,0,1,1,7,4,152,0,1,0,7,1
true_15,2,0,0,0,2,0,1,7,0,0,0,0,0,2,2,167,1,1,6,8
true_16,0,1,1,0,1,0,0,2,2,0,0,2,0,1,1,1,139,0,25,6
true_17,3,0,1,0,1,1,0,3,5,0,0,1,0,1,1,2,4,151,12,2
true_18,1,0,0,0,2,0,1,5,2,2,1,1,0,4,3,1,23,2,104,3
true_19,5,0,0,0,2,0,1,2,2,0,1,2,1,1,2,60,12,1,3,31
