,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,73,3,0,1,0,0,0,2,2,0,2,1,3,0,3,13,5,7,8,37
true_1,0,156,3,7,3,15,0,0,0,1,0,0,6,0,2,1,0,0,1,0
true_2,0,16,127,16,8,12,1,1,1,0,1,1,11,0,2,0,0,0,0,0
true_3,0,9,12,140,21,2,4,0,2,0,0,1,2,1,1,1,0,0,0,0
true_4,0,9,3,15,149,2,3,0,0,0,0,0,10,0,0,0,0,1,1,0
true_5,0,8,2,1,4,180,0,0,0,0,1,0,1,0,0,0,0,0,0,1
true_6,0,0,3,4,9,0,158,7,4,0,0,0,5,0,1,0,2,0,0,2
true_7,0,2,0,2,5,1,5,141,15,1,0,0,18,1,1,0,3,0,2,1
true_8,0,1,2,1,1,0,1,11,165,0,1,1,9,1,0,0,1,1,2,1
true_9,0,0,0,0,0,1,0,0,2,175,6,2,9,0,0,1,1,1,1,0
true_10,1,0,0,0,1,1,0,0,2,9,175,0,7,0,1,1,1,0,1,0
true_11,3,3,3,0,0,4,0,0,1,0,0,157,7,3,3,0,7,1,5,1
true_12,0,11,2,12,5,0,6,2,1,0,0,4,144,5,1,1,2,1,0,0
true_13,1,1,0,0,2,1,0,0,1,0,0,0,4,180,2,2,1,0,3,0
true_14,0,6,0,0,3,1,1,0,2,1,1,0,10,4,161,0,3,0,4,0
true_15,6,1,0,0,2,0,0,1,0,0,0,0,6,2,2,160,0,1,1,17
true_16,2,1,1,0,0,0,0,0,3,1,0,10,1,0,1,0,144,0,11,7
true_17,8,0,0,0,0,0,0,0,0,0,0,2,3,1,1,4,2,150,10,7
true_18,6,0,1,1,1,1,1,1,0,2,1,3,3,3,2,0,21,7,98,3
true_19,15,1,0,0,1,0,2,0,2,2,0,2,2,1,0,35,11,2,6,44
