,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,50,2,0,0,3,2,0,0,4,0,1,3,4,2,1,13,6,7,13,49
true_1,0,149,2,5,6,18,0,1,1,0,0,1,9,0,1,1,0,0,1,0
true_2,0,11,116,18,15,20,0,1,1,0,1,2,9,0,3,0,0,0,0,0
true_3,0,6,16,136,22,1,4,1,1,0,0,1,6,1,0,0,1,0,0,0
true_4,0,10,2,16,141,3,3,0,0,0,1,2,15,0,0,0,0,0,0,0
true_5,0,8,4,1,5,177,0,0,0,0,0,0,2,0,0,0,1,0,0,0
true_6,0,2,4,3,8,1,162,2,4,0,0,0,5,0,3,0,1,0,0,0
true_7,0,1,1,1,3,1,5,143,16,0,1,0,18,0,0,0,4,0,2,2
true_8,0,1,2,0,1,0,2,10,166,0,2,0,8,0,1,0,5,0,1,0
true_9,0,1,0,0,0,0,0,0,4,158,20,1,9,0,0,0,2,1,2,1
true_10,0,0,0,0,1,1,0,0,1,1,183,0,7,0,1,1,4,0,0,0
true_11,0,2,1,0,3,6,0,0,2,0,0,154,7,2,4,0,8,0,6,3
true_12,0,7,2,9,12,1,8,5,4,0,0,3,139,4,1,0,2,0,0,0
true_13,0,1,0,0,2,1,2,1,0,0,0,0,7,178,3,0,0,0,2,1
true_14,0,7,0,0,4,3,0,1,1,0,1,1,12,4,154,0,3,0,6,0
true_15,4,1,1,0,2,0,0,1,0,0,0,1,6,2,2,147,1,1,5,25
true_16,1,1,1,0,1,0,0,0,2,0,0,3,1,1,1,0,149,0,17,4
true_17,2,0,1,0,1,1,0,0,4,0,0,1,3,2,0,0,5,151,13,4
true_18,1,0,2,0,1,1,1,2,2,1,1,3,3,4,2,0,26,2,100,3
true_19,7,0,0,0,2,0,0,0,3,0,0,2,3,1,3,40,15,0,5,45
