,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,76,3,0,0,0,1,0,1,2,0,1,1,0,1,3,12,5,4,6,44
true_1,0,154,2,7,1,18,2,0,0,1,0,0,5,0,1,1,2,0,1,0
true_2,0,17,125,20,9,7,3,0,2,0,1,1,4,0,3,0,5,0,0,0
true_3,0,10,12,139,18,0,6,0,2,1,0,1,2,1,1,1,2,0,0,0
true_4,0,9,4,16,141,2,3,1,0,0,0,1,5,0,0,0,10,0,1,0
true_5,0,12,2,0,5,176,0,0,0,0,0,0,0,0,0,0,2,0,0,1
true_6,0,3,1,4,4,0,165,6,2,0,0,0,3,0,1,0,6,0,0,0
true_7,0,2,1,2,2,1,9,143,11,1,0,0,6,1,0,0,17,0,1,1
true_8,1,1,2,0,1,0,3,14,161,0,2,0,1,1,0,0,11,0,1,0
true_9,0,0,0,0,0,1,0,0,2,171,10,1,0,0,0,1,11,1,1,0
true_10,0,0,1,0,0,0,0,0,1,7,176,0,0,0,1,1,11,0,1,1
true_11,3,4,4,0,1,4,1,0,2,0,0,150,4,3,3,0,12,0,5,2
true_12,1,9,2,10,5,1,9,6,2,0,0,3,141,4,1,0,3,0,0,0
true_13,1,2,0,0,0,1,2,0,0,0,0,0,1,180,1,0,5,0,4,1
true_14,1,2,0,0,3,3,1,0,1,1,1,1,6,6,154,0,12,0,4,1
true_15,7,0,1,0,0,0,0,1,0,0,0,0,0,2,1,157,8,1,3,18
true_16,4,1,0,0,0,0,0,1,2,0,0,4,0,0,1,0,148,0,13,8
true_17,7,0,0,0,0,1,1,1,0,0,0,1,0,1,1,3,9,147,10,6
true_18,4,0,1,0,0,1,1,1,2,2,1,3,0,4,1,0,28,4,99,3
true_19,17,1,0,0,0,0,2,0,3,2,0,2,0,1,0,33,16,0,3,46
