,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,0,3,3,0,0,0,0,5,4,0,1,4,0,3,3,51,5,14,8,56
true_1,0,129,22,6,1,17,0,3,2,0,0,3,5,0,3,1,0,1,1,1
true_2,0,6,146,13,11,8,1,6,0,1,1,0,2,0,2,0,0,0,0,0
true_3,0,6,38,125,14,1,6,2,0,0,0,2,0,1,1,0,0,0,0,0
true_4,0,8,19,35,107,2,5,10,0,0,0,2,2,0,2,0,0,0,1,0
true_5,0,8,17,0,2,163,0,2,0,0,0,2,1,0,1,1,0,0,0,1
true_6,0,0,8,3,2,0,161,8,7,0,0,0,1,1,4,0,0,0,0,0
true_7,0,0,6,0,3,0,4,158,16,1,0,0,2,0,1,1,2,0,3,1
true_8,0,0,1,0,0,0,2,26,158,0,2,1,0,2,3,0,2,2,0,0
true_9,0,0,0,0,0,1,0,9,2,169,8,3,0,0,2,1,0,4,0,0
true_10,0,0,2,0,0,0,0,7,2,3,180,0,0,0,2,1,1,2,0,0
true_11,0,2,4,1,1,2,1,2,1,0,0,154,5,4,5,0,5,3,4,4
true_12,0,13,12,15,8,1,12,10,5,0,0,8,99,6,7,0,0,0,0,1
true_13,0,1,3,0,0,1,0,4,0,0,0,0,2,178,3,3,0,1,1,1
true_14,0,3,2,0,1,1,1,7,1,0,0,1,4,4,169,0,0,0,3,0
true_15,0,0,4,0,0,0,0,7,1,0,0,0,0,2,2,166,0,2,2,13
true_16,0,0,1,0,1,1,0,1,1,1,0,12,0,1,4,0,125,4,18,12
true_17,0,0,1,0,0,1,0,3,2,0,0,1,0,1,1,0,2,164,7,5
true_18,0,0,3,0,0,1,1,3,1,1,0,7,0,5,6,2,15,8,97,5
true_19,0,0,2,0,0,0,0,2,1,0,1,2,1,2,7,62,12,2,6,26
