round,train_loss,val_loss,test_loss,rouge1,rouge2,rougeL,bleu1,bleu2,bleu3,bleu4,gini_coefficient,mean_contribution,min_contribution,max_contribution,cv_contribution,num_samples
1,2.1469003052234648,1.4153517887082536,,42.20550034706708,21.963584631562696,31.652876294498242,31.349651130414887,22.15866632028524,17.628101905371913,14.417178167843696,0.0,0.33362140600671,0.00031446540880503143,1.0,0.0,5000
2,1.142985224723816,1.4663534724506384,,48.86935561790335,30.48409411853618,38.71523747039689,37.02091649243631,28.774145438670462,24.684120668631113,21.634712057924606,0.0,0.33362140600671,0.00031446540880503143,1.0,0.0,5000
3,1.1278815445661545,1.4663510863600002,,48.85849851674902,30.489151326780302,38.720602891452025,37.023661504743046,28.77651470613443,24.686040134312506,21.63626282581831,0.0,0.33362140600671,0.00031446540880503143,1.0,0.0,5000
4,0.8931945240974426,1.4663560659498167,,48.86269409262534,30.489198936370528,38.72799371939149,37.02234513217116,28.775086636621335,24.684861716283155,21.63537781815603,0.0,0.33362140600671,0.00031446540880503143,1.0,0.0,5000
5,0.9112832030296326,1.4663574624980817,1.2877457481517454,48.85445914086895,30.486599984949052,38.72061133896815,37.02117685531172,28.774237315161216,24.68418460887837,21.63487192516691,0.0,0.33362140600671,0.00031446540880503143,1.0,0.0,5000
