client_id,round,contribution,scaled_contribution,data_size
3,1,111.04251098632812,0.0,71778
3,2,88.33045959472656,0.0,71778
3,3,79.08257293701172,0.0,71778
1,1,111.25011444091797,1.0,71778
1,4,82.29643249511719,1.0,71778
2,2,93.00714111328125,1.0,71778
2,4,81.28325653076172,0.0,71778
2,5,74.84297943115234,0.0,71778
0,3,87.78417205810547,1.0,71779
0,5,78.74580383300781,1.0,71779
