round,client_id,epoch,num_samples,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14,class_15,class_16,class_17,class_18,class_19,prop_0,prop_1,prop_2,prop_3,prop_4,prop_5,prop_6,prop_7,prop_8,prop_9,prop_10,prop_11,prop_12,prop_13,prop_14,prop_15,prop_16,prop_17,prop_18,prop_19
3,2,1,2213,531,1,15,2,13,337,44,114,7,34,129,18,83,28,185,209,325,0,112,26,0.23994577496610936,0.00045187528242205153,0.006778129236330773,0.0009037505648441031,0.00587437867148667,0.15228197017623135,0.019882512426570267,0.05151378219611387,0.0031631269769543608,0.015363759602349751,0.058291911432444644,0.008133755083596927,0.03750564844103028,0.012652507907817443,0.08359692724807953,0.09444193402620876,0.14685946678716674,0.0,0.05061003163126977,0.01174875734297334
