,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,6,2,0,0,1,3,0,6,0,0,0,2,1,2,3,69,3,16,28,18
true_1,0,110,19,4,14,30,2,3,0,0,0,0,6,0,3,2,0,0,2,0
true_2,0,2,131,5,20,23,0,6,0,1,1,0,4,1,2,0,0,0,1,0
true_3,0,0,32,22,119,6,5,5,0,0,0,1,5,0,0,0,0,1,0,0
true_4,0,5,13,2,145,5,5,11,0,0,1,1,4,0,0,0,0,1,0,0
true_5,0,6,11,2,3,171,0,1,0,0,1,0,1,1,0,0,0,0,1,0
true_6,0,0,3,0,10,4,153,18,0,0,1,2,1,0,2,0,1,0,0,0
true_7,0,0,2,0,3,1,2,171,2,0,2,0,6,0,0,1,3,2,3,0
true_8,0,1,2,0,2,0,10,59,103,0,0,0,3,2,3,0,5,1,8,0
true_9,0,0,2,0,0,1,0,9,0,173,7,0,0,0,0,0,0,4,2,1
true_10,0,1,0,0,0,1,1,8,0,8,172,0,0,1,1,0,0,0,6,1
true_11,0,1,6,0,7,5,0,3,0,1,0,132,11,3,4,0,7,3,14,1
true_12,0,4,7,4,33,4,10,12,0,0,2,7,103,7,3,0,0,0,1,0
true_13,0,3,0,0,0,1,2,7,0,0,0,0,3,175,3,2,0,1,1,0
true_14,0,4,0,1,2,1,1,11,1,1,0,0,7,7,148,0,1,4,8,0
true_15,0,1,0,0,0,0,1,9,0,0,0,0,0,2,1,169,1,0,13,2
true_16,0,0,1,0,1,1,0,4,0,0,2,5,1,0,1,3,123,1,37,2
true_17,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,158,17,1
true_18,0,0,2,0,0,0,1,6,0,1,2,3,0,6,5,1,17,9,102,0
true_19,1,0,0,0,0,0,0,3,0,1,1,2,1,1,2,75,9,4,11,15
