class,precision,recall,f1,support,roc_auc,pr_auc
0,0.0,0.0,0.0,160,0.8866585872576178,0.37375639443572056
1,0.6666666666666666,0.14358974358974358,0.23628691983122363,195,0.9238830912677067,0.567494940326327
2,0.29213483146067415,0.1319796954314721,0.18181818181818182,197,0.9206016357878675,0.48120314198699893
3,0.0,0.0,0.0,196,0.9248455397827849,0.38364187838874636
4,0.3651877133105802,0.5544041450777202,0.4403292181069959,193,0.904233437288607,0.3501172637366342
5,0.3,0.9393939393939394,0.4547677261613692,198,0.9643891320823011,0.7478443493793654
6,0.7766990291262136,0.41025641025641024,0.5369127516778524,195,0.9336080329926484,0.6834738675178921
7,0.38926174496644295,0.8787878787878788,0.5395348837209303,198,0.9607179012974086,0.6610380373985744
8,1.0,0.01507537688442211,0.0297029702970297,199,0.9249186284263661,0.5780606432227384
9,0.900523560209424,0.864321608040201,0.882051282051282,199,0.9840451205903503,0.9074063094027219
10,0.9180327868852459,0.84,0.8772845953002611,200,0.9785903361344538,0.9009745628728607
11,0.9701492537313433,0.3282828282828283,0.49056603773584906,198,0.927888911511532,0.7171058174613145
12,0.5069124423963134,0.5583756345177665,0.5314009661835749,197,0.9101794195325631,0.5418656091966714
13,0.9044585987261147,0.7171717171717171,0.8,198,0.9783536654337326,0.8995092321948248
14,0.7953216374269005,0.6903553299492385,0.7391304347826086,197,0.9646509850386642,0.8082200482881555
15,0.36853002070393376,0.8944723618090452,0.5219941348973607,199,0.9526602488781065,0.6779863266884096
16,0.7788461538461539,0.44505494505494503,0.5664335664335665,182,0.9454561603391035,0.5961198222842811
17,0.5610687022900763,0.7819148936170213,0.6533333333333333,188,0.9711708661510864,0.8237107375527081
18,0.29376854599406527,0.6387096774193548,0.4024390243902439,155,0.9125230892785436,0.3745006205890918
19,1.0,0.007936507936507936,0.015748031496062992,126,0.9008894812956283,0.20265537658618923
