class,precision,recall,f1,support,roc_auc,pr_auc
0,0.7901234567901234,0.4,0.5311203319502075,160,0.9593247922437673,0.6721567954797736
1,0.7777777777777778,0.717948717948718,0.7466666666666667,195,0.9645199928276852,0.7928736093928127
2,0.4695121951219512,0.7817258883248731,0.5866666666666667,197,0.968319929078921,0.7610194052231696
3,0.689119170984456,0.6785714285714286,0.6838046272493573,196,0.9728052944736931,0.7498811029940035
4,0.7413793103448276,0.6683937823834197,0.7029972752043597,193,0.9749630990163118,0.8043848899171282
5,0.771551724137931,0.9040404040404041,0.8325581395348837,198,0.9929869806689515,0.9250174609077443
6,0.8402061855670103,0.8358974358974359,0.8380462724935732,195,0.9899480007172314,0.9167242566412713
7,0.8138297872340425,0.7727272727272727,0.7927461139896373,198,0.9859612361012137,0.8719414242952674
8,0.8875739644970414,0.7537688442211056,0.8152173913043478,199,0.9876714854023689,0.8933477211960151
9,0.8979591836734694,0.8844221105527639,0.8911392405063291,199,0.9937323132042176,0.9404261277537574
10,0.9354838709677419,0.87,0.9015544041450777,200,0.9914978991596638,0.9393699986848194
11,0.8469945355191257,0.7828282828282829,0.8136482939632546,198,0.9762052213060052,0.8469270161162414
12,0.7351351351351352,0.6903553299492385,0.7120418848167539,197,0.9684065914550897,0.7925940906296142
13,0.8994974874371859,0.9040404040404041,0.9017632241813602,198,0.9904313289671632,0.9454423799081769
14,0.9,0.7766497461928934,0.8337874659400545,197,0.9893909623927908,0.9189759916277872
15,0.6694214876033058,0.8140703517587939,0.7346938775510204,199,0.9804131269621701,0.8062125477269781
16,0.7167630057803468,0.6813186813186813,0.6985915492957746,182,0.9799453612162642,0.7916341982881432
17,0.8223350253807107,0.8617021276595744,0.8415584415584415,188,0.9927192107107643,0.9159624991254687
18,0.5967741935483871,0.7161290322580646,0.6510263929618768,155,0.9756364609824656,0.7360702615576531
19,0.34210526315789475,0.30952380952380953,0.325,126,0.9434523809523809,0.32140395271039485
