,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,56,1,2,0,0,2,0,3,1,5,1,2,1,0,1,24,3,12,14,32
true_1,0,137,10,11,3,21,1,2,0,1,0,0,5,0,2,1,0,0,1,0
true_2,0,4,150,13,5,11,0,5,0,1,2,0,3,0,3,0,0,0,0,0
true_3,0,2,25,142,11,0,5,2,1,0,1,1,4,1,0,0,0,1,0,0
true_4,0,7,12,27,124,2,4,10,0,0,1,1,4,0,0,0,0,1,0,0
true_5,0,8,8,1,1,177,0,2,0,1,0,0,0,0,0,0,0,0,0,0
true_6,0,0,9,2,2,2,167,4,4,0,0,0,3,0,1,0,1,0,0,0
true_7,0,0,5,1,2,0,6,163,6,1,1,0,5,0,0,1,2,1,3,1
true_8,0,1,1,0,1,0,6,24,152,0,2,0,0,1,1,0,2,4,4,0
true_9,0,0,0,0,0,1,0,9,1,177,3,3,0,0,0,0,0,2,0,3
true_10,0,0,1,0,0,1,1,7,0,15,170,0,0,0,0,1,1,2,1,0
true_11,0,0,5,3,0,5,0,3,0,1,0,150,7,3,1,0,6,4,8,2
true_12,0,6,6,15,5,2,9,10,0,0,0,4,131,7,0,1,1,0,0,0
true_13,0,1,2,0,0,1,2,4,0,1,0,0,2,178,2,1,0,1,2,1
true_14,0,4,1,1,1,2,0,9,0,2,1,3,5,3,155,0,1,1,7,1
true_15,3,1,3,0,0,0,0,7,0,0,0,0,0,3,0,165,1,1,6,9
true_16,1,0,2,0,0,1,0,2,1,2,0,5,0,1,2,1,121,3,30,10
true_17,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,1,0,167,8,5
true_18,0,0,3,0,0,1,1,3,2,2,0,2,0,2,2,0,14,8,109,6
true_19,5,0,1,0,0,0,0,2,2,4,0,1,0,2,0,58,10,6,3,32
