,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,5,4,0,0,0,2,0,3,1,0,1,2,0,2,4,82,5,15,17,17
true_1,0,121,16,7,5,28,2,1,0,1,0,0,4,0,5,3,0,1,1,0
true_2,0,3,135,6,14,24,0,0,0,1,1,0,4,1,8,0,0,0,0,0
true_3,0,1,41,90,36,5,10,3,0,0,0,1,6,1,1,0,0,1,0,0
true_4,0,5,18,17,122,5,7,2,0,0,1,1,5,0,9,0,0,1,0,0
true_5,0,6,8,1,1,177,0,1,0,0,0,0,1,0,2,0,1,0,0,0
true_6,0,0,4,0,4,3,170,4,1,2,0,1,2,0,3,0,1,0,0,0
true_7,0,0,2,1,2,1,5,160,4,0,0,0,6,0,10,2,2,1,2,0
true_8,0,1,1,0,1,0,13,26,128,1,1,0,1,1,11,0,7,1,5,1
true_9,0,0,0,0,0,1,0,1,0,174,5,1,0,0,9,2,0,2,2,2
true_10,0,1,0,0,0,1,0,2,0,8,172,0,0,1,8,1,2,0,3,1
true_11,0,1,4,3,3,6,0,2,0,0,0,141,7,3,7,1,6,2,10,2
true_12,0,7,8,9,10,3,13,10,0,0,1,9,114,7,5,1,0,0,0,0
true_13,0,4,0,0,0,1,2,4,0,1,0,0,2,175,6,2,0,0,1,0
true_14,0,3,0,0,1,2,0,3,1,1,0,1,7,5,165,0,1,2,5,0
true_15,0,0,0,0,0,0,1,3,0,0,0,0,0,2,8,174,0,1,8,2
true_16,0,0,1,0,1,1,0,3,0,2,0,5,0,0,3,5,130,1,29,1
true_17,1,0,0,0,0,2,0,2,0,0,2,0,0,1,3,6,2,155,13,1
true_18,0,0,1,0,0,1,1,4,1,1,0,3,0,5,9,3,18,5,102,1
true_19,1,0,0,0,0,0,1,2,0,1,1,1,1,2,4,83,12,4,5,8
