,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,36,0,0,1,0,0,0,4,0,0,6,3,1,9,3,26,5,12,17,37
true_1,0,107,10,19,3,29,1,2,0,0,0,1,8,3,9,1,0,1,1,0
true_2,0,5,125,33,2,12,0,5,0,0,3,1,8,0,2,0,1,0,0,0
true_3,0,1,12,158,9,2,5,1,0,0,0,2,3,1,0,1,0,0,1,0
true_4,0,2,7,25,135,3,3,9,0,0,0,3,5,0,0,0,0,0,1,0
true_5,0,3,2,2,1,184,1,1,0,0,1,1,0,0,0,1,1,0,0,0
true_6,0,0,6,4,5,1,165,5,0,0,0,0,5,1,1,0,0,0,2,0
true_7,0,0,3,3,2,2,6,165,0,0,2,0,6,1,0,0,4,2,2,0
true_8,0,1,0,1,2,0,15,72,77,1,9,1,7,2,3,0,4,1,3,0
true_9,0,0,0,0,0,1,0,10,0,158,21,1,0,0,1,1,0,1,4,1
true_10,0,0,1,1,0,0,0,8,0,2,183,1,0,0,0,1,0,2,1,0
true_11,0,0,4,1,0,4,0,2,0,0,0,157,7,5,3,0,4,3,7,1
true_12,0,3,3,10,2,3,4,6,0,0,0,6,153,4,0,0,3,0,0,0
true_13,0,1,1,0,0,1,0,3,0,0,1,0,3,183,1,1,0,1,2,0
true_14,0,0,2,0,1,0,1,7,0,1,1,0,8,8,160,0,2,3,3,0
true_15,1,0,2,0,0,0,0,6,0,0,0,0,2,4,0,161,3,4,4,12
true_16,2,1,2,0,0,0,0,2,0,0,0,9,0,1,2,0,140,1,22,0
true_17,0,0,0,0,0,1,0,3,0,0,0,3,0,1,1,0,3,167,8,1
true_18,0,0,1,0,0,3,1,3,0,1,1,3,0,2,0,0,18,9,113,0
true_19,1,0,1,0,1,0,1,2,0,0,2,2,1,2,4,51,14,0,12,32
