,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,47,0,0,0,0,2,0,3,0,0,4,7,1,6,3,37,7,13,5,25
true_1,0,97,15,7,2,42,0,2,0,0,1,6,12,2,7,1,0,0,1,0
true_2,0,4,148,16,3,11,0,1,0,0,2,6,4,0,1,0,1,0,0,0
true_3,0,1,20,139,10,5,6,4,0,0,0,2,6,2,0,0,0,0,1,0
true_4,1,0,11,17,138,3,2,3,0,0,0,11,6,0,0,0,0,0,1,0
true_5,0,3,3,1,2,187,1,0,0,0,0,1,0,0,0,0,0,0,0,0
true_6,0,0,3,2,5,0,153,14,1,0,0,2,8,0,2,0,2,0,3,0
true_7,0,1,2,2,1,2,2,167,1,0,0,9,3,1,0,2,1,1,3,0
true_8,0,2,0,1,0,0,5,56,110,0,2,8,6,1,1,1,4,1,1,0
true_9,0,0,0,0,0,1,0,0,0,165,16,10,2,0,0,1,0,1,2,1
true_10,0,0,1,0,0,0,0,1,0,4,181,7,0,0,2,1,0,1,2,0
true_11,1,0,5,1,1,3,1,0,0,0,0,163,7,0,4,0,5,4,3,0
true_12,1,6,2,8,2,1,6,6,1,0,0,7,152,3,1,0,1,0,0,0
true_13,0,0,0,0,1,1,1,1,0,0,0,3,3,178,1,1,3,3,2,0
true_14,1,1,1,0,1,0,1,2,1,0,1,7,8,2,166,0,2,1,2,0
true_15,0,1,0,0,0,0,0,2,0,0,0,6,0,3,2,168,2,1,4,10
true_16,2,0,2,0,0,1,0,2,0,0,1,12,1,0,1,0,144,0,14,2
true_17,2,1,0,0,0,2,1,0,0,0,0,4,0,1,1,0,2,164,8,2
true_18,0,0,0,0,0,3,1,1,0,1,1,8,0,5,3,1,24,10,96,1
true_19,3,0,0,0,0,1,0,3,1,0,0,5,2,1,1,55,18,2,9,25
