class,precision,recall,f1,support,roc_auc,pr_auc
0,0.8431372549019608,0.26875,0.4075829383886256,160,0.9198441828254847,0.5729006589025463
1,0.8761904761904762,0.4717948717948718,0.6133333333333333,195,0.9230797920028689,0.698358033519474
2,0.7943262411347518,0.5685279187817259,0.6627218934911243,197,0.9392681433367287,0.670012497423211
3,0.5814814814814815,0.8010204081632653,0.6738197424892703,196,0.9703763290430889,0.7566122634298211
4,0.7759562841530054,0.7357512953367875,0.7553191489361702,193,0.9691683046985562,0.7963785787629581
5,0.759493670886076,0.9090909090909091,0.8275862068965517,198,0.9923655649439523,0.9125259825134222
6,0.82,0.841025641025641,0.830379746835443,195,0.9817880580957504,0.886089948747275
7,0.5382165605095541,0.8535353535353535,0.66015625,198,0.9841365785514722,0.8585196797189947
8,0.9191176470588235,0.628140703517588,0.746268656716418,199,0.9705401834149745,0.8307865934393578
9,0.98125,0.7889447236180904,0.8746518105849582,199,0.9848781853822458,0.9115886300634842
10,0.8258928571428571,0.925,0.8726415094339622,200,0.9930980392156862,0.9511436754213028
11,0.8097826086956522,0.7525252525252525,0.7801047120418848,198,0.9569349712126868,0.8268455741898152
12,0.6929824561403509,0.8020304568527918,0.7435294117647059,197,0.9669901588478734,0.8075126848728721
13,0.8403755868544601,0.9040404040404041,0.8710462287104623,198,0.9904723325076069,0.9466350745036413
14,0.8626373626373627,0.7969543147208121,0.8284960422163589,197,0.9847190079004833,0.8882482340410914
15,0.5620915032679739,0.864321608040201,0.6811881188118812,199,0.9807818144207455,0.7946707036056508
16,0.6415929203539823,0.7967032967032966,0.7107843137254902,182,0.9715611868621902,0.769113802535219
17,0.8473684210526315,0.8563829787234043,0.8518518518518519,188,0.9817868895303943,0.8796247635932565
18,0.574585635359116,0.6709677419354839,0.6190476190476191,155,0.9501985454869941,0.6833472970251947
19,0.2564102564102564,0.07936507936507936,0.12121212121212122,126,0.9034311675639886,0.23506903047602268
