class,precision,recall,f1,support,roc_auc,pr_auc
0,0.8604651162790697,0.23125,0.3645320197044335,160,0.9576263850415513,0.629035941237123
1,0.8640776699029126,0.4564102564102564,0.5973154362416108,195,0.9467828581674735,0.7325487158633752
2,0.6648648648648648,0.6243654822335025,0.643979057591623,197,0.9625774811367261,0.7119375004066559
3,0.5992366412213741,0.8010204081632653,0.6855895196506551,196,0.9760029921313798,0.7661706377380042
4,0.7989130434782609,0.7616580310880829,0.7798408488063661,193,0.9725201742276867,0.8334947853506632
5,0.7193675889328063,0.9191919191919192,0.8070953436807096,198,0.9936062755211691,0.9125421534603961
6,0.762114537444934,0.8871794871794871,0.8199052132701422,195,0.9874800071723149,0.9069053560275745
7,0.648,0.8181818181818182,0.7232142857142857,198,0.9802893153257095,0.8387901569138688
8,1.0,0.4321608040201005,0.6035087719298246,199,0.9713929490634354,0.8414312064518317
9,0.9866666666666667,0.7437185929648241,0.8481375358166189,199,0.9878375354791318,0.9096405297010199
10,0.8169642857142857,0.915,0.8632075471698113,200,0.991577731092437,0.9453002332674116
11,0.805,0.8131313131313131,0.8090452261306532,198,0.9744349994909905,0.859360700842556
12,0.5551181102362205,0.7157360406091371,0.6252771618625277,197,0.9678510998307954,0.7976808591163295
13,0.8564593301435407,0.9040404040404041,0.8796068796068796,198,0.9909771002296198,0.9447090200667208
14,0.8028846153846154,0.8477157360406091,0.8246913580246914,197,0.9863684344370711,0.9076801597575702
15,0.5520504731861199,0.8793969849246231,0.6782945736434108,199,0.9787906207036302,0.7672001574938255
16,0.6971153846153846,0.7967032967032966,0.7435897435897436,182,0.9791015840346944,0.8129994237141352
17,0.817258883248731,0.8563829787234043,0.8363636363636363,188,0.9867956805303111,0.9067247887994037
18,0.625,0.7096774193548387,0.6646525679758308,155,0.964747244902512,0.7166430643264553
19,0.38235294117647056,0.10317460317460317,0.1625,126,0.9233682679072361,0.27965146333895563
