,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,37,0,0,0,0,0,1,2,0,0,1,7,3,6,6,59,5,11,10,12
true_1,0,89,14,19,7,42,0,0,0,0,0,1,9,2,9,1,0,1,1,0
true_2,0,3,123,37,3,12,4,0,0,0,3,1,8,0,2,0,0,0,1,0
true_3,0,1,13,157,10,1,8,1,0,0,0,1,2,1,0,1,0,0,0,0
true_4,0,1,4,21,147,3,3,0,0,0,0,1,11,0,0,0,0,1,1,0
true_5,0,4,2,1,4,182,2,0,0,0,1,0,1,0,0,0,0,0,1,0
true_6,0,0,5,2,4,0,173,1,0,0,0,0,5,0,1,0,1,0,3,0
true_7,0,0,5,3,1,2,7,162,0,0,0,0,10,1,1,2,2,0,2,0
true_8,0,0,1,1,0,0,15,68,86,0,4,0,8,2,3,0,7,2,2,0
true_9,0,0,0,0,0,1,1,1,0,148,30,3,10,0,1,1,0,1,1,1
true_10,0,0,1,1,0,0,0,1,0,1,183,0,7,0,0,1,1,2,2,0
true_11,0,0,4,3,0,3,0,0,0,0,0,161,6,3,4,1,5,4,4,0
true_12,0,4,3,16,5,2,8,9,0,0,0,5,141,3,0,1,0,0,0,0
true_13,0,1,2,0,1,1,0,0,0,0,0,0,5,179,2,2,2,1,2,0
true_14,0,0,2,0,1,0,1,2,0,0,1,2,12,4,167,0,2,1,2,0
true_15,1,0,3,0,0,0,0,1,0,0,0,0,6,3,2,175,2,2,1,3
true_16,0,0,1,1,0,0,0,1,0,0,0,9,1,0,3,1,145,0,16,4
true_17,2,0,0,0,0,2,1,0,0,0,0,3,3,1,2,1,2,161,9,1
true_18,0,0,1,0,0,2,2,0,0,1,0,4,3,2,1,3,18,8,110,0
true_19,3,0,1,0,1,0,1,1,0,0,1,2,3,2,4,68,16,2,8,13
