,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,2,0,0,1,0,1,0,4,0,0,1,6,0,1,3,89,12,12,27,1
true_1,0,82,17,15,5,57,0,2,0,0,1,0,4,1,6,3,0,0,2,0
true_2,0,2,142,20,4,16,1,6,0,0,1,1,1,0,1,0,2,0,0,0
true_3,0,0,23,145,8,4,2,3,0,0,2,1,3,1,0,1,3,0,0,0
true_4,0,1,7,27,130,5,3,10,0,0,1,1,4,1,0,0,3,0,0,0
true_5,0,5,5,1,1,181,2,1,0,0,0,0,0,0,0,0,2,0,0,0
true_6,0,0,3,3,5,0,162,8,0,0,1,1,2,0,0,0,8,0,2,0
true_7,0,0,0,1,0,1,4,171,0,0,1,0,4,0,1,2,9,1,3,0
true_8,0,0,2,1,0,1,15,145,5,0,8,0,2,3,2,0,9,0,6,0
true_9,0,0,0,1,0,1,2,10,0,143,31,0,1,0,1,2,2,0,5,0
true_10,0,0,0,1,0,0,0,7,0,1,183,2,0,0,0,1,3,0,2,0
true_11,0,0,6,1,0,4,0,2,0,0,1,154,5,2,2,0,6,3,12,0
true_12,0,2,5,21,4,4,9,6,0,0,0,8,128,4,1,1,3,0,1,0
true_13,0,1,0,0,0,0,0,4,0,0,0,0,2,173,1,7,4,0,6,0
true_14,0,0,0,1,2,0,1,10,0,0,1,3,5,5,156,1,4,1,7,0
true_15,0,0,0,0,0,0,0,7,0,0,0,1,0,2,1,170,7,0,11,0
true_16,0,0,1,0,0,1,0,3,0,0,0,7,0,0,0,4,139,1,26,0
true_17,0,0,0,0,0,0,0,4,0,0,3,3,0,1,2,4,3,153,15,0
true_18,0,0,2,0,0,1,1,3,0,0,3,3,0,3,0,1,24,3,111,0
true_19,0,0,1,0,1,0,0,3,0,0,1,1,1,2,3,79,20,0,14,0
