,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,43,1,0,0,0,0,1,6,0,0,3,2,2,6,3,51,9,9,10,14
true_1,0,92,9,24,7,32,0,3,0,0,1,5,10,3,7,1,0,0,1,0
true_2,0,2,112,43,6,6,2,6,1,0,3,2,11,1,1,0,1,0,0,0
true_3,0,0,7,157,10,2,5,5,0,0,0,2,4,1,0,0,1,0,2,0
true_4,0,0,3,20,142,3,3,10,0,0,0,3,6,0,0,0,0,1,2,0
true_5,0,6,1,4,1,180,1,1,0,0,1,1,2,0,0,0,0,0,0,0
true_6,0,0,1,3,5,0,164,7,1,1,0,0,6,1,1,1,1,0,3,0
true_7,0,0,0,2,2,2,6,169,5,0,1,0,1,1,0,2,2,0,5,0
true_8,0,2,0,1,2,1,7,41,125,0,3,1,5,1,1,0,5,2,2,0
true_9,0,0,0,0,0,1,0,10,0,157,23,1,0,0,0,1,0,2,3,1
true_10,0,0,0,1,0,0,0,8,0,1,185,0,0,0,0,1,0,1,3,0
true_11,1,0,5,0,1,5,1,3,0,0,0,149,12,2,4,0,6,3,6,0
true_12,1,1,0,13,2,0,6,7,1,0,0,2,158,4,1,0,1,0,0,0
true_13,0,0,0,0,1,1,0,3,0,0,0,0,3,179,3,2,3,1,2,0
true_14,1,1,1,0,2,0,2,9,1,0,2,0,6,5,157,0,5,2,3,0
true_15,0,0,0,1,0,0,0,8,0,0,0,0,0,3,0,172,3,0,5,7
true_16,1,0,1,1,1,0,0,3,1,0,1,7,1,0,1,1,145,0,15,3
true_17,0,0,0,0,1,2,0,5,0,0,0,3,0,1,0,2,2,161,8,3
true_18,0,0,1,0,0,2,1,3,0,1,1,4,0,4,3,2,22,6,104,1
true_19,4,0,0,0,0,0,1,7,1,0,0,2,1,1,0,70,20,2,7,10
