,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,38,1,0,1,0,1,0,3,0,0,5,5,0,3,5,46,3,5,20,24
true_1,0,112,12,18,7,28,1,0,0,0,0,2,4,3,6,1,0,0,1,0
true_2,0,3,130,25,8,13,3,0,0,0,4,5,3,0,2,0,1,0,0,0
true_3,0,1,14,147,21,2,4,0,0,0,0,2,2,1,0,1,0,0,1,0
true_4,0,2,3,15,150,2,3,1,0,0,0,10,4,0,1,0,1,0,1,0
true_5,0,8,1,0,4,179,2,0,0,0,1,2,0,0,0,1,0,0,0,0
true_6,0,0,3,5,9,0,165,2,0,0,0,2,4,1,1,1,1,0,1,0
true_7,0,0,0,2,9,3,7,156,1,0,1,9,4,0,0,1,1,0,4,0
true_8,0,1,0,2,2,0,13,31,115,0,10,7,6,0,1,0,6,1,4,0
true_9,0,0,0,0,0,1,1,0,0,79,102,10,0,0,0,1,0,0,4,1
true_10,0,0,0,1,1,0,0,1,0,1,184,7,0,0,0,1,1,1,2,0
true_11,1,1,2,1,3,3,0,0,0,0,0,156,6,2,4,1,5,5,8,0
true_12,1,7,2,20,5,1,4,4,0,0,0,4,142,5,1,0,0,0,1,0
true_13,0,1,0,0,3,1,0,0,0,0,0,3,1,180,1,3,1,0,4,0
true_14,0,0,1,0,2,0,1,0,0,0,2,8,6,7,161,0,3,2,4,0
true_15,1,0,1,1,2,0,0,0,0,0,0,6,1,3,0,168,3,2,4,7
true_16,1,1,1,0,0,0,0,1,0,0,2,10,0,0,1,0,121,1,38,5
true_17,0,0,0,0,0,1,0,0,0,0,0,7,0,1,1,1,2,160,12,3
true_18,0,1,0,0,1,2,1,0,0,1,1,6,0,2,0,1,11,7,121,0
true_19,0,0,0,0,2,0,2,1,0,0,2,4,1,3,1,56,11,0,20,23
