client_id,round,contribution,scaled_contribution,data_size
2,1,124.58238220214844,1.0,95704
2,3,90.91221618652344,1.0,95704
0,2,103.24321746826172,1.0,95705
0,5,86.23748016357422,1.0,95705
1,4,94.40756225585938,1.0,95704
