,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,53,3,0,0,0,1,0,0,0,0,0,3,2,6,0,7,4,11,12,58
true_1,0,154,2,7,4,17,0,0,1,0,0,0,5,2,1,1,0,0,1,0
true_2,0,29,91,38,5,18,2,0,0,1,1,0,5,5,0,0,2,0,0,0
true_3,0,9,8,149,16,1,5,0,1,0,0,1,2,1,0,0,0,0,3,0
true_4,0,10,3,21,136,1,3,0,0,0,0,0,7,9,0,0,0,0,2,1
true_5,0,12,3,1,2,175,1,0,0,0,0,0,1,1,0,0,0,0,1,1
true_6,0,2,1,3,5,0,166,2,2,0,0,1,7,2,0,0,0,0,3,1
true_7,0,2,0,3,3,1,6,122,28,0,1,1,8,10,0,0,3,0,8,2
true_8,0,1,1,0,2,1,6,3,166,0,1,0,2,8,0,0,2,0,6,0
true_9,0,0,0,0,0,1,0,0,1,166,13,1,1,9,0,0,0,2,4,1
true_10,0,1,0,0,1,0,0,0,0,3,179,0,0,7,0,0,1,0,6,2
true_11,0,4,0,2,3,4,0,0,0,0,0,153,6,4,0,0,6,2,10,4
true_12,0,13,1,18,6,2,8,1,0,0,0,4,137,4,1,0,0,0,2,0
true_13,0,1,0,0,0,1,0,0,0,0,0,0,4,180,1,0,1,2,5,3
true_14,1,8,0,1,4,0,1,1,1,0,2,3,9,13,136,0,3,0,9,5
true_15,4,2,1,0,0,0,0,0,1,0,0,0,0,7,1,122,1,2,10,48
true_16,2,0,1,0,0,1,0,0,0,1,0,6,2,1,0,0,97,1,64,6
true_17,0,2,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,152,21,6
true_18,0,0,0,0,0,2,1,0,2,1,0,1,0,5,0,0,5,3,129,6
true_19,8,0,0,0,0,0,0,0,0,1,0,2,2,3,0,18,5,2,18,67
