,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,57,1,0,0,0,1,0,0,0,0,0,3,4,6,1,5,4,9,16,53
true_1,0,142,3,11,6,17,2,0,0,0,0,0,8,2,2,1,0,0,1,0
true_2,0,21,91,43,6,12,1,0,0,1,1,1,13,6,0,0,1,0,0,0
true_3,0,4,7,155,14,0,5,0,1,1,0,1,6,1,0,0,0,0,1,0
true_4,0,7,1,24,138,2,3,0,0,0,0,0,7,9,0,0,0,0,1,1
true_5,0,10,1,4,3,175,0,0,0,0,0,0,3,1,0,0,0,0,0,1
true_6,0,0,1,4,7,0,164,1,2,0,0,1,12,2,1,0,0,0,0,0
true_7,0,0,0,0,6,2,10,127,18,0,1,1,15,10,0,0,3,0,3,2
true_8,0,1,1,0,2,1,6,11,156,0,0,0,4,8,0,0,4,1,4,0
true_9,0,0,0,0,0,1,0,0,1,173,6,1,1,9,0,0,1,1,4,1
true_10,0,0,0,0,1,0,1,0,0,10,172,0,1,7,0,0,2,0,4,2
true_11,0,2,0,4,2,4,0,0,0,0,0,147,14,3,0,0,7,3,8,4
true_12,0,5,1,14,4,1,6,1,0,0,0,3,154,4,1,0,1,0,2,0
true_13,0,1,0,0,0,1,2,0,0,0,0,0,5,179,1,0,1,2,4,2
true_14,1,5,0,1,4,1,2,0,1,1,1,3,16,13,134,0,2,0,9,3
true_15,3,1,0,0,0,1,2,1,0,0,0,0,0,8,1,116,2,2,10,52
true_16,1,1,1,0,0,0,1,0,2,1,0,3,5,2,0,0,102,1,59,3
true_17,1,0,0,0,0,1,0,0,0,0,1,2,0,4,0,1,1,156,16,5
true_18,0,0,0,0,1,1,2,0,2,1,0,1,0,6,0,0,6,3,130,2
true_19,6,0,0,0,0,0,2,0,1,2,0,2,2,3,0,22,8,2,13,63
