class,precision,recall,f1,support,roc_auc,pr_auc
0,0.6379310344827587,0.4625,0.5362318840579711,160,0.9528549168975069,0.563853158473599
1,0.6834862385321101,0.764102564102564,0.7215496368038741,195,0.96024529316837,0.7775794624621616
2,0.8257575757575758,0.5532994923857868,0.662613981762918,197,0.9376371858311277,0.7057428278276825
3,0.45427728613569324,0.7857142857142857,0.5757009345794393,196,0.9784583671185318,0.7758007528163233
4,0.7044334975369458,0.7409326424870466,0.7222222222222222,193,0.9659468017457531,0.8204660709488839
5,0.8285714285714286,0.8787878787878788,0.8529411764705882,198,0.9884659868562443,0.9030532675925727
6,0.7914691943127962,0.8564102564102564,0.8226600985221675,195,0.9830848126232741,0.8981684854540504
7,0.8536585365853658,0.7070707070707071,0.7734806629834254,198,0.97554421595575,0.8305018398847681
8,0.8342245989304813,0.7839195979899497,0.8082901554404145,199,0.9868482710387559,0.8917406611425756
9,0.9347826086956522,0.864321608040201,0.8981723237597912,199,0.9925798130951594,0.9412639836237049
10,0.9453551912568307,0.865,0.9033942558746736,200,0.9929355742296919,0.9426498816229822
11,0.8595505617977528,0.7727272727272727,0.8138297872340425,198,0.9728118248554979,0.8453873177685919
12,0.6893203883495146,0.7208121827411168,0.7047146401985112,197,0.9629994274600394,0.7645213995922381
13,0.88,0.8888888888888888,0.8844221105527639,198,0.9869615810965194,0.9342959472651379
14,0.9523809523809523,0.7106598984771574,0.813953488372093,197,0.9780900464709232,0.8717687222499487
15,0.7784431137724551,0.6532663316582915,0.7103825136612022,199,0.9758748939319956,0.7724003370783261
16,0.7720588235294118,0.5769230769230769,0.660377358490566,182,0.9607268428338662,0.7271888560838883
17,0.9215686274509803,0.75,0.8269794721407625,188,0.982205649999406,0.8841389385295767
18,0.5210084033613446,0.8,0.6310432569974554,155,0.9716039798331326,0.7283385582952526
19,0.3282828282828283,0.5158730158730159,0.4012345679012346,126,0.9333781994319865,0.3180647165884064
