round,client_id,epoch,phase,loss,accuracy,precision,recall,f1
1,1,1,train,0.8605166430884029,0.7034749034749035,0.8660976606511592,0.8528957528957529,0.8565194343943203
1,3,1,train,0.8184301424679337,0.7404651162790697,0.8595455659867653,0.8570542635658914,0.8502226048716438
1,0,1,train,0.9495985468688517,0.6842259291776412,0.8217008405758716,0.8141644717588528,0.8006858411502372
1,4,1,train,0.610270520297254,0.8218063466232709,0.9172390623563348,0.9210740439381611,0.9154269178089367
1,2,1,train,1.0266271266937772,0.6914409534127844,0.7927746980773949,0.8034669555796317,0.7927835538099886
1,-1,1,validation,0.22691213335219365,0.45145888594164457,0.5711384078167745,0.45145888594164457,0.40874730614096255
2,3,1,train,0.5397751859578276,0.8291472868217055,0.8877344302403863,0.885891472868217,0.8809362004125918
2,2,1,train,0.7179202601132815,0.7826652221018419,0.8554455119052238,0.8372697724810401,0.8325960669889094
2,0,1,train,0.6749371861621181,0.778167983611355,0.8618475955705879,0.8571846649107404,0.8480430088088653
2,1,1,train,0.5835423938136686,0.8073359073359073,0.8202528641215626,0.8621621621621621,0.8389754029639754
2,4,1,train,0.38673125929501534,0.8917819365337672,0.9009817113983978,0.9015459723352319,0.8868317962804877
2,-1,1,validation,0.15823717485293154,0.6037135278514589,0.7240432614750149,0.6037135278514589,0.588588271995015
3,3,1,train,0.459543141485699,0.8573643410852713,0.9106599405477054,0.9075968992248062,0.9065025986240334
3,1,1,train,0.5017273572308046,0.8285714285714286,0.9006847737763214,0.9030888030888031,0.9015064664513552
3,0,1,train,0.6030732418767342,0.7895815042434884,0.8562619445497959,0.8369915130231197,0.8274858718202012
3,4,1,train,0.30106807708310857,0.9007323026851098,0.9289513733790106,0.9283970707892596,0.9204936871781976
3,2,1,train,0.6568570154423679,0.8010834236186349,0.8654521574750053,0.8684723726977248,0.8583601101948306
3,-1,1,validation,0.14017976946950908,0.653315649867374,0.7456786332989284,0.653315649867374,0.6509443408474497
4,4,1,train,0.27638976942965543,0.9137510170870626,0.9585180338997927,0.9576891781936534,0.9558015840817531
4,3,1,train,0.40891075175541386,0.8663565891472869,0.9117615207519131,0.906046511627907,0.9044165074028644
4,1,1,train,0.4684514868659554,0.8428571428571429,0.8909533851600899,0.8853281853281854,0.8836195613858442
4,0,1,train,0.5483134788260838,0.8141644717588528,0.8869230426895507,0.8817676324261048,0.8782248756632806
4,2,1,train,0.5443139551223564,0.8361863488624052,0.8946844006141835,0.8940411700975082,0.887297299974278
4,-1,1,validation,0.12639355546046316,0.6806366047745358,0.738091479666228,0.6806366047745358,0.6777654671861683
5,4,1,train,0.2684584766665667,0.919446704637917,0.9534448389639516,0.9544344995931652,0.9513337575241552
5,1,1,train,0.43410007779509474,0.8583011583011583,0.9114819988727171,0.9073359073359073,0.9053525328731479
5,3,1,train,0.3945982430814904,0.8803100775193798,0.9324609064689428,0.9308527131782945,0.929945649564886
5,2,1,train,0.4675025364926385,0.856338028169014,0.9021289213698794,0.8964247020585049,0.8924643815195139
5,0,1,train,0.5093696430155781,0.8296751536435469,0.8823056203928912,0.8747439274217149,0.8728532374839966
5,-1,1,validation,0.12224324768018817,0.6946949602122016,0.7448546274023807,0.6946949602122016,0.6965019452880656
6,4,1,train,0.2879488446973506,0.9121236777868186,0.9609716090174708,0.9633848657445078,0.9614666923590915
6,1,1,train,0.39357128159292504,0.8714285714285714,0.9269033881617788,0.9193050193050193,0.9150650208976966
6,0,1,train,0.4724370046523095,0.8343576236464735,0.8882780135241171,0.8791337430494586,0.8778127653340442
6,3,1,train,0.3568454358835087,0.8834108527131783,0.9373994399432062,0.935813953488372,0.9358237860268432
