,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,18,3,0,0,0,2,3,0,1,0,1,2,5,0,0,28,3,6,21,67
true_1,0,143,3,12,4,22,0,1,0,0,0,0,7,0,0,1,0,0,1,1
true_2,0,17,70,60,6,28,1,0,0,1,1,0,11,1,1,0,0,0,0,0
true_3,0,5,6,154,11,4,5,0,1,1,0,1,7,1,0,0,0,0,0,0
true_4,1,6,2,38,116,6,4,0,0,0,1,0,19,0,0,0,0,0,0,0
true_5,0,9,0,5,2,177,1,0,0,0,0,0,3,0,0,0,0,0,1,0
true_6,0,0,0,6,3,4,168,1,2,0,0,1,9,0,0,0,0,0,1,0
true_7,0,0,0,1,1,2,8,109,40,0,1,0,25,1,0,0,4,0,4,2
true_8,0,1,0,0,0,2,8,4,159,1,1,0,11,2,0,0,2,0,8,0
true_9,0,0,0,0,0,1,0,0,2,159,20,1,10,0,0,1,1,0,3,1
true_10,0,1,0,0,0,1,1,0,0,4,178,0,7,0,0,0,0,0,7,1
true_11,0,1,1,4,1,8,0,0,0,0,0,140,16,4,0,1,6,1,13,2
true_12,0,6,0,28,3,5,7,1,1,0,0,2,137,4,1,0,0,0,2,0
true_13,0,2,0,0,0,1,3,0,0,0,0,0,9,177,0,0,0,0,3,3
true_14,1,14,0,1,1,3,3,0,3,0,3,3,27,7,113,0,2,0,10,6
true_15,0,1,0,0,0,0,3,1,0,0,0,0,7,1,1,154,0,1,13,17
true_16,0,1,1,0,0,0,0,0,1,1,0,4,4,2,0,0,88,0,77,3
true_17,2,0,0,2,0,2,1,0,1,0,0,1,4,1,0,3,0,144,22,5
true_18,1,0,0,0,0,1,3,0,2,1,0,1,3,4,1,1,7,1,127,2
true_19,2,0,0,0,0,0,2,0,1,0,0,1,4,2,0,55,3,1,20,35
