,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,82,1,0,0,0,0,0,1,1,0,0,4,6,6,1,9,2,6,6,35
true_1,1,146,5,9,5,13,0,0,0,0,0,1,9,0,3,1,0,1,1,0
true_2,0,17,106,33,7,12,3,0,0,0,2,1,13,2,0,0,1,0,0,0
true_3,0,7,5,152,13,0,5,0,1,0,0,1,7,1,0,0,0,0,3,1
true_4,0,5,2,21,142,2,4,0,0,0,0,1,13,0,0,0,0,0,2,1
true_5,0,12,3,0,5,173,1,0,0,0,0,0,3,0,0,0,0,0,0,1
true_6,0,0,1,4,5,0,167,1,2,0,0,1,9,0,1,0,1,0,3,0
true_7,2,0,0,3,3,1,7,136,18,0,1,0,15,1,1,0,3,0,7,0
true_8,2,0,1,0,2,0,5,11,158,0,1,0,9,2,0,0,3,1,3,1
true_9,2,0,0,0,0,1,1,0,1,175,3,1,10,0,0,0,0,2,2,1
true_10,1,0,0,0,1,0,0,0,1,14,168,0,7,0,1,1,2,0,3,1
true_11,3,3,1,2,0,2,0,1,0,0,0,158,8,3,1,0,3,2,9,2
true_12,1,8,1,15,5,0,8,2,2,0,0,4,145,2,2,0,0,0,2,0
true_13,0,1,0,0,0,0,1,0,0,0,0,0,7,179,2,0,2,0,5,1
true_14,3,2,0,1,2,1,1,1,2,0,3,2,13,10,145,0,4,0,6,1
true_15,10,0,1,0,0,0,0,1,0,0,0,0,6,3,1,139,2,2,8,26
true_16,3,0,1,0,0,1,0,0,2,0,0,9,3,0,0,0,101,1,56,5
true_17,9,0,0,0,0,0,0,0,0,0,0,3,3,1,1,3,1,144,19,4
true_18,2,0,0,0,0,1,2,0,2,1,0,2,3,3,1,1,5,4,123,5
true_19,16,0,0,0,0,0,1,0,0,1,0,3,2,2,0,26,7,2,15,51
