,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,49,3,0,0,0,0,0,0,0,0,0,2,2,6,0,34,2,5,13,44
true_1,0,147,3,9,6,15,1,0,0,0,0,0,8,2,2,1,0,0,1,0
true_2,0,23,73,56,6,15,3,0,0,1,1,1,10,6,1,0,1,0,0,0
true_3,0,7,7,154,14,0,5,0,1,0,0,1,4,2,0,0,0,0,1,0
true_4,0,9,1,29,131,2,4,0,0,0,0,0,5,10,0,0,0,0,2,0
true_5,0,10,2,3,2,175,1,0,0,0,0,0,2,1,0,0,0,0,1,1
true_6,0,0,1,3,4,0,172,1,0,0,0,1,8,3,1,0,0,0,1,0
true_7,0,0,0,1,2,2,11,135,13,0,1,0,11,10,0,0,4,0,6,2
true_8,0,1,0,0,2,1,9,14,147,0,1,0,2,8,0,0,1,0,13,0
true_9,0,0,0,0,0,1,1,0,1,169,8,1,1,9,0,0,1,0,6,1
true_10,0,1,0,1,0,0,1,0,0,6,176,0,0,7,0,0,1,0,5,2
true_11,1,5,0,4,1,3,0,0,0,0,0,143,12,5,0,1,6,2,12,3
true_12,1,7,1,17,6,2,11,1,0,0,0,3,139,5,1,0,1,0,2,0
true_13,0,2,0,0,0,1,3,0,0,0,0,0,5,181,0,0,0,0,4,2
true_14,1,10,0,1,3,0,1,0,2,1,1,2,15,11,130,0,2,0,11,6
true_15,3,3,0,0,0,0,2,1,0,0,0,0,0,7,1,156,1,2,9,14
true_16,2,1,0,0,0,0,1,0,0,1,0,3,2,1,0,0,87,0,79,5
true_17,3,0,0,0,0,0,0,0,0,0,0,1,1,4,0,3,1,148,24,3
true_18,0,0,0,0,0,1,3,0,1,1,0,1,0,5,0,0,3,3,133,4
true_19,4,0,0,0,0,0,2,0,0,0,0,2,1,3,0,56,1,1,23,33
