,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,60,2,0,3,0,0,1,0,0,1,0,4,1,6,1,5,2,7,5,62
true_1,1,146,4,11,4,14,1,0,0,0,0,3,6,0,2,1,0,0,1,1
true_2,0,21,112,33,3,12,2,1,0,0,2,1,8,0,0,0,2,0,0,0
true_3,0,8,11,153,9,0,6,0,2,0,0,1,4,0,0,0,0,0,1,1
true_4,0,9,4,38,126,2,5,0,0,0,0,1,5,1,0,0,0,0,1,1
true_5,0,15,5,1,3,171,1,0,0,0,0,0,1,0,0,0,0,0,0,1
true_6,0,0,1,6,5,0,171,1,3,0,0,0,7,0,0,0,1,0,0,0
true_7,0,0,0,11,3,1,9,127,25,0,1,1,10,1,1,0,3,0,3,2
true_8,2,0,1,7,2,0,6,9,162,0,2,0,2,0,0,0,1,1,3,1
true_9,1,0,0,9,0,1,1,0,2,158,20,1,1,0,0,0,1,1,2,1
true_10,0,1,1,7,0,2,1,0,1,4,178,1,0,0,0,0,1,0,2,1
true_11,3,2,3,3,1,4,0,0,0,0,0,158,4,3,1,0,5,2,6,3
true_12,1,10,2,13,2,2,11,1,0,0,0,6,142,4,0,0,1,0,2,0
true_13,0,1,0,3,0,1,4,0,0,0,0,0,4,175,1,0,2,0,3,4
true_14,3,8,0,7,1,1,2,0,3,0,2,4,5,9,139,0,4,0,5,4
true_15,8,1,1,6,0,0,2,1,0,0,0,0,0,3,1,112,2,2,3,57
true_16,1,0,1,1,0,1,0,0,2,0,0,11,1,1,0,0,103,1,49,10
true_17,9,1,0,3,0,1,0,0,0,0,0,3,0,1,1,0,1,150,12,6
true_18,2,0,0,3,0,1,3,0,3,1,0,2,0,3,2,1,5,4,117,8
true_19,11,0,0,2,0,0,4,0,0,0,1,2,0,1,0,11,8,1,10,75
