class,precision,recall,f1,support,roc_auc,pr_auc
0,0.5882352941176471,0.375,0.4580152671755725,160,0.9491516620498615,0.5502046044395289
1,0.6488888888888888,0.7487179487179487,0.6952380952380952,195,0.959051819974897,0.7735703432217222
2,0.7671232876712328,0.5685279187817259,0.6530612244897959,197,0.9316517990967224,0.7161128397826776
3,0.478125,0.7806122448979592,0.5930232558139535,196,0.9761450327192993,0.782110980241109
4,0.7924528301886793,0.6528497409326425,0.7159090909090909,193,0.9647633629362029,0.8098944470585733
5,0.7990654205607477,0.8636363636363636,0.8300970873786407,198,0.9868682626941304,0.8988082811906616
6,0.7434782608695653,0.8769230769230769,0.8047058823529412,195,0.9855262686031917,0.8991711334045962
7,0.9071428571428571,0.6414141414141414,0.7514792899408284,198,0.9767276629678645,0.8318112131741482
8,0.7980295566502463,0.8140703517587939,0.8059701492537313,199,0.9860813448367572,0.8948880938802514
9,0.9634146341463414,0.7939698492462312,0.8705234159779615,199,0.9884398188084077,0.9263649133018257
10,0.8640776699029126,0.89,0.8768472906403941,200,0.9950350140056022,0.9499545856359751
11,0.7939698492462312,0.797979797979798,0.7959697732997482,198,0.9767566482292126,0.8551219569512628
12,0.7064676616915423,0.7208121827411168,0.7135678391959799,197,0.9602830592102928,0.7679109842394518
13,0.8413461538461539,0.8838383838383839,0.8620689655172413,198,0.9881450281086339,0.9396447685882945
14,0.9328859060402684,0.7055837563451777,0.8034682080924855,197,0.9769662769701128,0.8728139279153057
15,0.8615384615384616,0.5628140703517588,0.6808510638297872,199,0.972650989475521,0.7669407318955966
16,0.7253521126760564,0.5659340659340659,0.6358024691358025,182,0.9601587097406495,0.6929025140472388
17,0.8875739644970414,0.7978723404255319,0.8403361344537815,188,0.9847330624754981,0.9019657296310003
18,0.52,0.7548387096774194,0.6157894736842106,155,0.9689412394592425,0.7308655715271866
19,0.31512605042016806,0.5952380952380952,0.41208791208791207,126,0.9333934451936649,0.32223500749656275
