round,client_id,epoch,phase,loss,accuracy,precision,recall,f1
1,5,1,train,1.4485728217745728,0.7544483985765125,0.4257521837593012,0.0071174377224199285,0.014000819196867902
1,2,1,train,1.673011830030394,0.5498960498960499,0.33588140231602703,0.0036382536382536385,0.005367133331963631
1,7,1,train,1.2983110968271891,0.7249895353704479,0.05430245622678139,0.11720385098367518,0.07362808860148741
1,6,1,train,1.6109079584380648,0.5742738589211619,0.0735361917934532,0.012033195020746889,0.020682053941908713
1,0,1,train,1.6502720585236184,0.6378640776699029,0.0006158846926992002,0.008737864077669903,0.0011506652283351311
1,1,1,train,1.6223179180212695,0.5754895767530006,0.1627025563980911,0.23626026531901453,0.18774168386196735
1,4,1,train,1.5331600133795291,0.6139489194499018,0.024370848535878006,0.019646365422396856,0.013046105768678408
1,3,1,train,1.5718922225456664,0.5826634044040545,0.015994743145851982,0.09087731562390773,0.02690649520320676
1,-1,1,validation,0.16597593608522287,0.27427055702917774,0.2879085211018985,0.27427055702917774,0.1785437441105443
2,7,1,train,0.8599546762307485,0.8304730012557556,0.49995111481591525,0.34868145667643363,0.34435019047370863
2,6,1,train,1.1352403505353739,0.6950207468879668,0.5710722346037846,0.28921161825726144,0.24965023324573998
2,4,1,train,1.0686729935696349,0.7539292730844793,0.648498703485597,0.3713163064833006,0.3398315404566438
2,1,1,train,1.0847546828515602,0.7327858496525584,0.6908451270817656,0.52179406190777,0.4682365993361576
2,3,1,train,1.1137686799691375,0.7389024816497728,0.55842813779148,0.25690318070604684,0.20129389841784404
2,0,1,train,1.2705079202468579,0.7310679611650486,0.09883703585159896,0.04174757281553398,0.028383065727042505
2,2,1,train,1.3050242095939384,0.659043659043659,0.09698781042262744,0.091995841995842,0.0590151891663054
2,5,1,train,1.0390625638219546,0.8327402135231317,0.1364352817659972,0.11862396204033215,0.12510901741909014
2,-1,1,validation,0.1367559239465931,0.393368700265252,0.3479287119649714,0.393368700265252,0.3136561612102149
3,4,1,train,0.833617796539329,0.7779960707269156,0.7209548465570054,0.4056974459724951,0.3812223442078154
3,1,1,train,0.8369516317892556,0.7890082122552116,0.790893819095082,0.5723310170562224,0.5327772650898192
3,5,1,train,0.8109459609917875,0.8517200474495848,0.1332334720462669,0.14827995255041518,0.1359592995224323
3,0,1,train,1.045523005265456,0.8077669902912622,0.10391232302849535,0.037864077669902914,0.015665639705244098
3,7,1,train,0.6521055879692237,0.8606111343658435,0.5703354864907729,0.4600251151109251,0.4922774743150229
3,3,1,train,0.9042059139832438,0.7682628451590352,0.7401635269377878,0.49842712338343237,0.5424780352440045
3,6,1,train,0.8630123096980796,0.7651452282157676,0.7845310030019699,0.5219917012448133,0.5588291573729512
3,2,1,train,1.091758089370964,0.6943866943866943,0.503379714610135,0.23336798336798337,0.23934579180130564
3,-1,1,validation,0.12022604403192232,0.4607427055702918,0.43727346912047355,0.4607427055702918,0.3923718214726387
4,0,1,train,0.9313409067117251,0.7990291262135922,0.11252697912077703,0.04466019417475728,0.030611069817279676
4,6,1,train,0.7009976891097643,0.7983402489626557,0.8420495685090297,0.6327800829875518,0.6893176746021186
4,3,1,train,0.7707015727984838,0.7909821740650123,0.785620247084316,0.5914016078294303,0.6393484384956283
4,5,1,train,0.7246038081511011,0.8505338078291815,0.13341129505748953,0.1601423487544484,0.1360929858759269
4,4,1,train,0.6958175342297181,0.8069744597249509,0.7526706968049147,0.46218074656188607,0.4541850245777949
4,2,1,train,0.9333592278898255,0.7344074844074844,0.5182127111670588,0.39345114345114346,0.41040823544216065
4,7,1,train,0.5423789691428343,0.876098786102972,0.5902445467249103,0.48932607785684384,0.5277106566274664
4,1,1,train,0.6778440371607289,0.830069488313329,0.8186712209113344,0.6209728363866077,0.6055385872606627
4,-1,1,validation,0.10829158045885101,0.5021220159151194,0.452104881959657,0.5021220159151194,0.4422443796929038
5,3,1,train,0.6645092512142725,0.8178958406151695,0.8102733469576633,0.6406850751485494,0.6895036039486704
5,5,1,train,0.6418472101103585,0.8493475682087782,0.13596293978856258,0.16963226571767498,0.13923831545859294
