round,train_loss,val_loss,test_loss,rouge1,rouge2,rougeL,bleu1,bleu2,bleu3,bleu4,gini_coefficient,mean_contribution,min_contribution,max_contribution,cv_contribution,num_samples
1,2.229003894362828,1.5523301022799514,,43.38719655316489,21.063672209910543,30.669786023371156,34.09581903082586,23.14678425850803,17.57536457512578,13.641544618525566,0.0,0.013095912868981902,0.0003456619426201175,0.038461538461538464,0.0,5000
2,1.6145743812833513,1.55074217013956,,42.99553205912753,20.83892725301526,30.841071411453516,33.615675250589476,22.79450736227578,17.158628134135228,13.171627529284123,0.0,0.013095912868981902,0.0003456619426201175,0.038461538461538464,0.0,5000
3,1.5746977682011414,1.5507470490945117,,42.9930822611355,20.851131182063444,30.81517978999607,33.618646596059286,22.796080158658437,17.16011506316008,13.173098719778181,0.0,0.013095912868981902,0.0003456619426201175,0.038461538461538464,0.0,5000
4,1.2689633463172245,1.550644264498777,,42.923351999418436,20.640690973140835,30.630804807287387,33.48975947525224,22.63848051871426,16.98098339885963,12.980670077460994,0.0,0.013095912868981902,0.0003456619426201175,0.038461538461538464,0.0,5000
5,1.294239256019483,1.5506218512011003,1.628039652971297,42.991446197455296,20.691734286684156,30.647124739022377,33.49659231344395,22.63982764088972,16.981875123634296,12.981863205430784,0.0,0.013095912868981902,0.0003456619426201175,0.038461538461538464,0.0,5000
