client_id,round,contribution,scaled_contribution,data_size
1,1,146.7021942138672,1.0,143556
1,3,105.91091918945312,1.0,143556
0,2,119.33779907226562,1.0,143557
0,4,100.95138549804688,1.0,143557
0,5,91.21350860595703,1.0,143557
