,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,1,4,0,0,0,2,0,9,1,0,5,2,0,2,0,78,4,7,5,40
true_1,0,129,12,7,4,22,0,3,2,0,0,0,9,1,1,1,0,1,1,2
true_2,0,10,135,15,7,13,1,5,2,0,1,1,6,0,1,0,0,0,0,0
true_3,0,5,26,126,8,1,5,3,0,0,4,1,15,1,0,1,0,0,0,0
true_4,0,8,10,15,129,3,3,10,0,0,3,1,11,0,0,0,0,0,0,0
true_5,0,5,9,1,0,178,0,3,0,0,1,0,1,0,0,0,0,0,0,0
true_6,0,0,2,4,4,0,154,13,4,0,6,0,6,0,1,0,1,0,0,0
true_7,0,0,0,0,2,0,2,165,8,0,5,0,7,2,1,0,2,1,1,2
true_8,0,0,1,0,0,0,5,25,158,0,5,0,2,1,0,0,1,0,1,0
true_9,0,0,1,0,0,1,1,9,1,164,19,1,0,0,0,1,0,1,0,0
true_10,0,0,0,0,0,1,0,7,1,4,182,0,0,1,0,1,0,0,2,1
true_11,0,0,4,0,2,5,0,3,1,0,1,143,11,5,4,1,6,2,8,2
true_12,0,6,3,9,5,1,6,11,0,0,1,3,141,8,2,1,0,0,0,0
true_13,0,1,0,0,0,1,0,5,0,0,3,0,1,181,1,3,0,0,1,1
true_14,0,6,0,0,2,2,0,10,1,0,4,4,8,11,142,0,0,0,6,1
true_15,0,0,0,0,0,0,1,7,1,0,2,0,0,3,0,170,0,1,4,10
true_16,0,1,3,0,1,0,0,2,4,0,3,7,1,1,0,2,110,1,22,24
true_17,0,0,1,0,0,0,0,5,1,0,6,1,0,2,1,3,1,157,7,3
true_18,0,0,0,0,0,1,1,7,0,1,6,5,0,7,3,3,13,7,90,11
true_19,0,0,0,0,0,0,0,2,0,0,6,2,0,2,1,72,7,4,2,28
