,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,12,3,2,0,0,1,0,2,5,0,3,1,1,11,2,38,3,7,4,65
true_1,0,135,12,5,3,21,0,1,3,2,0,0,6,2,1,1,0,1,1,1
true_2,0,9,139,18,6,10,4,0,1,0,1,0,3,5,1,0,0,0,0,0
true_3,0,6,29,129,9,1,10,1,2,0,0,2,5,2,0,0,0,0,0,0
true_4,0,6,7,15,137,3,5,0,1,0,0,1,8,9,0,0,0,0,1,0
true_5,0,4,8,2,1,179,0,1,0,0,1,0,1,1,0,0,0,0,0,0
true_6,0,0,2,2,5,0,160,11,7,0,0,0,2,3,1,0,1,0,0,1
true_7,1,0,0,1,3,1,3,152,16,0,1,0,5,10,0,0,2,0,1,2
true_8,0,0,1,0,0,0,7,12,164,0,2,0,1,7,1,0,0,1,1,2
true_9,0,0,0,0,0,1,1,0,1,164,17,2,1,9,0,0,0,1,0,2
true_10,0,0,1,0,0,0,0,0,2,5,182,0,0,7,0,0,0,0,1,2
true_11,1,0,4,1,0,6,0,1,1,0,1,149,9,5,1,1,7,1,8,2
true_12,0,6,3,10,7,3,8,6,1,0,0,4,138,7,3,1,0,0,0,0
true_13,0,1,0,0,0,1,0,2,2,0,0,1,1,184,1,2,0,1,0,2
true_14,0,4,1,0,2,2,0,1,2,0,4,2,5,13,153,1,1,0,6,0
true_15,0,0,0,0,0,0,1,1,3,0,0,0,0,10,0,159,0,2,1,22
true_16,0,0,4,0,0,0,1,3,4,1,0,5,2,3,1,1,108,0,22,27
true_17,0,0,1,0,0,1,0,1,0,0,4,1,0,6,1,1,1,157,7,7
true_18,0,0,0,0,0,2,1,2,2,1,2,6,0,10,2,4,12,7,94,10
true_19,1,0,0,0,0,0,0,1,2,2,2,1,0,4,2,41,7,2,1,60
