,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,0,3,1,0,0,3,2,3,1,0,1,0,3,7,0,92,4,5,9,26
true_1,0,107,22,6,3,38,0,3,2,0,0,0,8,2,1,2,0,0,0,1
true_2,0,5,136,9,11,20,0,6,1,0,1,0,6,1,1,0,0,0,0,0
true_3,0,1,59,85,13,4,5,2,2,0,2,0,23,0,0,0,0,0,0,0
true_4,0,5,24,19,116,6,4,11,0,0,1,0,7,0,0,0,0,0,0,0
true_5,0,5,10,0,1,177,0,1,0,0,1,0,2,0,0,0,0,0,0,1
true_6,0,0,7,3,1,1,146,23,6,0,1,1,5,0,1,0,0,0,0,0
true_7,0,1,2,1,1,1,1,167,6,0,1,0,9,1,0,2,2,1,1,1
true_8,0,0,2,0,2,0,5,30,145,0,1,0,3,3,0,0,2,0,5,1
true_9,0,0,3,0,0,1,1,9,2,153,26,0,0,0,0,2,0,0,2,0
true_10,0,2,0,0,0,1,0,8,1,1,181,0,0,1,0,1,0,0,3,1
true_11,0,1,10,0,4,10,0,2,0,1,1,98,40,3,3,3,6,2,10,4
true_12,0,4,16,10,8,3,5,12,2,0,1,1,125,8,1,1,0,0,0,0
true_13,0,1,0,0,0,1,0,6,2,0,0,0,2,179,1,4,0,0,1,1
true_14,0,7,1,0,1,1,1,13,0,0,1,1,16,14,130,0,0,3,7,1
true_15,0,1,0,0,0,0,1,9,0,0,0,0,0,5,0,173,1,0,2,7
true_16,0,0,3,0,1,1,0,3,2,0,2,1,3,2,0,7,94,1,41,21
true_17,0,0,3,0,0,0,0,3,3,0,2,0,0,4,0,10,1,144,8,10
true_18,0,0,2,0,0,0,1,9,1,1,1,2,0,17,2,12,7,7,75,18
true_19,0,0,0,0,0,0,0,3,3,1,0,0,2,2,0,85,3,4,5,18
