,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,2,3,2,0,0,2,0,8,3,0,4,0,0,6,1,84,3,6,5,31
true_1,0,140,12,6,3,16,0,3,1,0,0,0,8,0,1,1,0,1,1,2
true_2,0,10,144,10,7,14,1,5,1,0,1,0,3,0,1,0,0,0,0,0
true_3,0,8,37,120,9,1,6,2,0,0,1,1,9,1,0,1,0,0,0,0
true_4,0,9,13,14,132,3,3,10,0,0,1,2,6,0,0,0,0,0,0,0
true_5,0,6,8,0,0,179,0,3,0,0,1,0,1,0,0,0,0,0,0,0
true_6,0,0,6,3,4,2,157,13,4,0,1,0,3,0,1,0,1,0,0,0
true_7,0,0,4,0,3,0,2,163,9,0,1,0,7,2,1,1,2,1,1,1
true_8,0,0,1,0,0,0,5,25,159,0,2,0,0,1,1,0,0,0,4,1
true_9,0,0,1,0,0,1,1,9,1,161,20,1,0,1,0,2,0,1,0,0
true_10,0,0,1,0,0,1,0,7,1,3,183,0,0,0,0,1,0,0,2,1
true_11,0,1,5,1,1,5,1,3,1,0,1,143,9,5,3,2,6,2,7,2
true_12,0,6,6,10,7,2,6,9,0,0,0,3,136,8,2,2,0,0,0,0
true_13,0,1,2,0,0,1,0,5,0,0,1,0,1,180,1,3,0,0,2,1
true_14,0,7,2,0,1,1,0,8,2,0,3,3,8,8,147,0,0,1,6,0
true_15,0,0,2,0,0,0,1,7,1,0,0,0,0,4,0,170,0,1,2,11
true_16,0,1,4,0,1,0,1,5,1,0,0,7,1,3,1,3,107,1,22,24
true_17,0,0,1,0,0,1,0,3,1,0,6,1,0,2,1,4,0,156,8,4
true_18,0,0,1,0,0,1,1,7,1,1,3,5,0,5,3,3,10,5,94,15
true_19,0,0,1,0,0,0,0,2,1,2,1,2,0,3,2,71,7,3,4,27
