,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,5,2,1,0,0,2,0,3,4,0,5,1,0,11,2,74,4,6,5,35
true_1,0,134,10,8,3,19,0,1,4,2,0,0,6,2,1,2,0,1,1,1
true_2,0,10,140,17,4,12,3,0,1,0,2,0,2,5,1,0,0,0,0,0
true_3,0,7,26,137,6,2,7,1,1,0,0,0,7,2,0,0,0,0,0,0
true_4,0,7,8,22,131,3,5,0,0,0,0,2,5,9,0,0,0,0,1,0
true_5,0,5,11,4,0,174,0,2,0,0,1,0,0,1,0,0,0,0,0,0
true_6,0,0,2,3,5,0,160,11,5,0,0,0,2,3,1,0,1,2,0,0
true_7,0,0,0,2,2,0,5,156,10,0,2,0,4,10,0,0,2,1,3,1
true_8,0,0,2,0,0,0,5,14,163,0,1,0,0,9,0,0,0,0,3,2
true_9,0,0,0,0,0,1,0,0,2,170,10,1,1,10,0,1,0,0,1,2
true_10,0,0,1,0,0,0,1,0,1,5,181,0,0,7,0,1,0,0,2,1
true_11,0,0,7,1,1,4,0,1,1,0,0,145,8,7,1,1,6,2,12,1
true_12,0,7,5,12,8,2,10,8,0,0,0,3,130,9,2,1,0,0,0,0
true_13,0,1,0,0,0,1,2,2,0,0,0,1,2,183,1,2,0,0,0,3
true_14,0,5,1,0,2,2,1,2,3,0,4,4,8,16,143,0,0,0,6,0
true_15,0,0,0,0,0,0,2,2,1,0,0,0,0,10,0,171,0,1,1,11
true_16,0,0,4,0,0,0,0,4,4,0,0,2,1,3,1,4,101,1,37,20
true_17,0,0,0,0,0,1,0,1,1,0,4,1,0,5,1,3,0,156,10,5
true_18,0,0,1,0,0,2,2,1,1,1,2,4,0,11,2,3,10,4,104,7
true_19,0,0,0,0,0,0,1,0,1,1,1,2,0,5,2,62,6,2,6,37
