,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,0,3,2,0,0,2,0,6,1,0,1,1,2,9,1,83,4,7,12,26
true_1,0,109,20,7,2,36,1,3,2,0,0,0,9,1,1,2,0,0,1,1
true_2,0,3,136,16,6,20,0,7,1,0,1,0,5,1,1,0,0,0,0,0
true_3,0,1,49,107,9,3,3,4,1,0,2,0,17,0,0,0,0,0,0,0
true_4,0,3,16,28,114,6,4,11,0,0,1,1,9,0,0,0,0,0,0,0
true_5,0,4,9,1,0,179,0,2,0,0,0,0,2,0,0,0,0,0,0,1
true_6,0,0,4,6,2,1,151,17,6,0,0,0,5,0,2,0,1,0,0,0
true_7,0,0,0,1,2,0,2,169,6,0,0,0,9,2,0,1,2,2,1,1
true_8,0,0,1,0,1,0,4,26,149,1,4,0,2,4,0,0,2,0,5,0
true_9,0,0,1,0,0,1,0,9,3,163,17,0,0,1,0,1,0,1,2,0
true_10,0,1,1,0,0,0,0,8,2,3,180,0,1,0,0,1,0,0,3,0
true_11,0,1,6,1,1,9,0,3,2,0,0,116,27,5,3,1,5,2,15,1
true_12,0,4,10,15,5,2,6,10,2,0,0,2,132,7,1,1,0,0,0,0
true_13,0,1,0,0,0,1,0,6,2,0,0,0,3,178,1,4,0,0,1,1
true_14,0,5,1,0,1,1,0,12,1,0,2,1,13,13,137,0,0,3,7,0
true_15,0,0,0,0,0,0,1,9,0,0,0,0,0,2,1,176,1,0,4,5
true_16,0,0,2,0,1,1,0,4,0,0,2,3,4,2,0,6,95,2,43,17
true_17,0,0,2,0,0,1,0,5,3,0,1,0,0,3,1,7,1,151,10,3
true_18,0,0,3,0,0,0,1,8,1,1,1,3,0,12,3,5,7,7,92,11
true_19,0,0,0,0,0,0,0,5,1,0,0,0,2,4,0,82,3,3,6,20
